FeatureID,COMP_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,INCHIKEY,SMILES,CHEMICAL_NAME,PLOT_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PUBCHEM
S100000007,15500,Lipid,Carnitine Metabolism,1949,PHIQHXFUZVPYII-ZCFIWIBFSA-N,[O-]C(C[C@@H](O)C[N+](C)(C)C)=O,carnitine,carnitine,461-05-2,10455,HMDB0000062,"C00487,C00308",288
S100000008,15778,Xenobiotics,Benzoate Metabolism,4497,WPYMKLBDIGXBTP-UHFFFAOYSA-N,OC(C1=CC=CC=C1)=O,benzoate,benzoate,65-85-0,238,HMDB0001870,C00180,243
S100000010,15749,Xenobiotics,Benzoate Metabolism,4595,XMIIGOLPHOKFCH-UHFFFAOYSA-N,OC(CCC1=CC=CC=C1)=O,3-phenylpropionate (hydrocinnamate),3-phenylpropionate (hydrocinnamate),501-52-0,10181339,HMDB0000764,C05629,107
S100000011,57745,Amino Acid,Phenylalanine Metabolism,160,WLJVXDMOQOGPHL-UHFFFAOYSA-N,O=C(O)CC1=CC=CC=C1,phenylacetate,phenylacetate,103-82-2,10181341,HMDB0000209,C07086,999
S100000014,15753,Xenobiotics,Benzoate Metabolism,4482,QIAFMBKCNZACKA-UHFFFAOYSA-N,O=C(C1=CC=CC=C1)NCC(O)=O,hippurate,hippurate,495-69-2,451,HMDB0000714,C01586,464
S100000016,15730,Lipid,"Fatty Acid, Dicarboxylate",1693,TYFQFVWCELRYAO-UHFFFAOYSA-N,OC(CCCCCCC(O)=O)=O,suberate (C8-DC),suberate (C8-DC),505-48-6,10025,HMDB0000893,C08278,10457
S100000036,15676,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",399,JVQYSWDUAOAHFM-UHFFFAOYSA-N,CCC(C)C(C(O)=O)=O,3-methyl-2-oxovalerate,3-methyl-2-oxovalerate,"51829-07-3,1460-34-0",46,HMDB0000491,"C03465,C06008,C00671","439286,440877"
S100000039,18374,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",446,QEFRNWWLZKMPFJ-YGVKFDHGSA-N,O=C(O)[C@@H](N)CCS(C)=O,methionine sulfoxide,methionine sulfoxide,3226-65-1,139840,HMDB0002005,C02989,158980
S100000042,15677,Amino Acid,Histidine Metabolism,74,JDHILDINMRGULE-LURJTMIESA-N,N[C@H](C(O)=O)CC1=CN=CN1C,3-methylhistidine,3-methylhistidine,368-16-1,58494,HMDB0000479,C01152,64969
S100000044,15747,Amino Acid,Histidine Metabolism,89,MYYIAHXIVFADCU-QMMMGPOBSA-N,CN1C=NC=C1C[C@@H]([C@@](O)=O)NC(CCN)=O,anserine,anserine,10030-52-1,100482,HMDB0000194,C01262,112072
S100000054,15685,Amino Acid,Lysine Metabolism,121,YSMODUONRAFBET-AKGZTFGVSA-N,N[C@@H](CCC(O)CN)C(O)=O,5-hydroxylysine,5-hydroxylysine,13204-98-3,1002,HMDB0000450,C16741,3032849
S100000092,15306,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",1385,VBUYCZFBVCCYFD-NUNKFHFFSA-N,OC[C@H](O)[C@@H](O)[C@H](O)C(C(O)=O)=O,2-ketogulonate,2-ketogulonate,342385-52-8,92502,HMDB0011732,C15673,102424
S100000096,15681,Amino Acid,Guanidino and Acetamido Metabolism,571,TUHVEAJXIMEOSA-UHFFFAOYSA-N,N=C(N)NCCCC(O)=O,4-guanidinobutanoate,4-guanidinobutanoate,"463-003,463-00-3",486,HMDB0003464,C01035,500
S100000101,15704,Lipid,"Fatty Acid, Dicarboxylate",1690,WLJVNTCWHIRURA-UHFFFAOYSA-N,OC(CCCCCC(O)=O)=O,pimelate (C7-DC),pimelate (C7-DC),111-16-0,376,HMDB0000857,C02656,385
S100000112,33951,Amino Acid,Creatine Metabolism,538,DRBBFCLWYRJSJZ-UHFFFAOYSA-N,N=C(N(C)CC(O)=O)NP(O)(O)=O,creatine phosphate,creatine phosphate,"922-32-7,67-07-2",567,HMDB0001511,C02305,"9548602,587"
S100000125,15949,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",4281,CKTSBUTUHBMZGZ-SHYZEUOFSA-N,[H][C@]1([H])[C@@](O)([H])[C@](CO)([H])O[C@]1(N2C(N=C(N)C=C2)=O)[H],2'-deoxycytidine,2'-deoxycytidine,951-77-9,13117,HMDB0000014,C00881,13711
S100000135,15076,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",4146,VGONTNSXDCQUGY-RRKCRQDMSA-N,OC[C@@H]1[C@H](C[C@H](N2C=NC3=C2N=CN=C3O)O1)O,2'-deoxyinosine,2'-deoxyinosine,890-38-0,58569,HMDB0000071,C05512,135398593
S100000257,15443,Carbohydrate,Aminosugar Metabolism,1423,AEMOLEFTQBMNLQ-QIUUJYRFSA-N,O[C@@H]1O[C@H]([C@](O)=O)[C@@H](O)[C@H](O)[C@H]1O,glucuronate,glucuronate,207300-70-7,58552,HMDB0000127,C16245,"441478,23677976,94715,65041,444791"
S100000258,43847,Lipid,Glycerolipid Metabolism,2860,AWUCVROLDVIAJX-UHFFFAOYSA-N,O=P(O)(OCC(CO)O)O,glycerol 3-phosphate,glycerol 3-phosphate,29849-82-9,734,HMDB0000126,C0093,754
S100000263,15716,Amino Acid,Histidine Metabolism,85,ACZFBYCNAVEFLC-UHFFFAOYSA-N,OC(C(O)=O)CC1=CN=CN1,imidazole lactate,imidazole lactate,14403-45-3,389128,HMDB0002320,C05568,793
S100000265,15140,Amino Acid,Tryptophan Metabolism,272,YGPSJZOEDVAXAB-QMMMGPOBSA-N,N[C@H](C(O)=O)CC(C1=CC=CC=C1N)=O,kynurenine,kynurenine,2922-83-0,141580,HMDB0000684,C00328,161166
S100000269,15990,Lipid,Phospholipid Metabolism,2253,SUHOQUVVVLNYQR-MRVPVSSYSA-N,O=P(OCC[N+](C)(C)C)([O-])OC[C@H](O)CO,glycerophosphorylcholine (GPC),glycerophosphorylcholine (GPC),28319-77-9,571409,HMDB0000086,C00670,71920
S100000272,15142,Amino Acid,"Glycine, Serine and Threonine Metabolism",19,AYFVYJQAPQTCCC-HRFVKAFMSA-N,O=C(O)[C@@H](N)[C@H](C)O,allo-threonine,allo-threonine,28954-12-3,89699,HMDB0004041,C05519,99289
S100000282,15720,Amino Acid,Glutamate Metabolism,49,RFMMMVDNIPUKGG-YFKPBYRVSA-N,O=C(O)CC[C@@H](C(O)=O)NC(C)=O,N-acetylglutamate,N-acetylglutamate,5817-08-3,1266066,HMDB0001138,C00624,70914
S100000406,15772,Carbohydrate,Pentose Metabolism,1278,HEBKCHPVOIAQTA-ZXFHETKHSA-N,OC[C@@H](O)[C@@H](O)[C@@H](O)CO,ribitol,ribitol,488-81-3,10254628,"HMDB0002917,HMDB0001851,HMDB0000568,HMDB0000508","C00379,C01904,C00474,C00532",6912
S100000409,15667,Xenobiotics,Food Component/Plant,4801,BITYXLXUCSKTJS-UHFFFAOYSA-N,OC(CC(O)=O)(C(C)C)C(O)=O,2-isopropylmalate,2-isopropylmalate,3237-44-3,76,HMDB0000402,C02504,77
S100000447,18280,Amino Acid,Tyrosine Metabolism,224,WXTMDXOMEHJXQO-UHFFFAOYSA-N,O=C(O)C1=CC(O)=CC=C1O,gentisate,gentisate,490-79-9,3350,HMDB0000152,C00628,3469
S100000454,18319,Amino Acid,Lysine Metabolism,138,JJMDCOVWQOJGCB-UHFFFAOYSA-N,OC(CCCCN)=O,5-aminovalerate,5-aminovalerate,660-88-8,135,HMDB0003355,C00431,138
S100000463,18349,Amino Acid,Tryptophan Metabolism,303,XGILAAMKEQUXLS-UHFFFAOYSA-N,OC(C(O)=O)CC1=CNC2=C1C=CC=C2,indolelactate,indolelactate,832-97-3,83867,HMDB0000671,C02043,92904
S100000467,27672,Amino Acid,Tryptophan Metabolism,327,BXFFHSIDQOFMLE-UHFFFAOYSA-N,O=S(OC2=CNC1=CC=CC=C12)(O)=O,3-indoxyl sulfate,3-indoxyl sulfate,2642-37-7,9840,HMDB0000682,,10258
S100000486,17895,Amino Acid,Lysine Metabolism,114,KLPJXDPPMSJWKI-LURJTMIESA-N,N[C@@H](CCCCNC=O)C(O)=O,N6-formyllysine,N6-formyllysine,1190-48-3,64085,,,70923
S100000487,18357,Peptide,Dipeptide,844,STKYPAFSDFAEPH-LURJTMIESA-N,CC(C)[C@@H](C(O)=O)NC(CN)=O,glycylvaline,glycylvaline,1963-21-9,2006926,HMDB0028854,,2724807
S100000491,33422,Peptide,Gamma-glutamyl Amino Acid,658,XHHOHZPNYFQJKL-QWRGUYRKSA-N,O=C(O)[C@H](CC1=CC=CC=C1)NC(CC[C@@H](C(O)=O)N)=O,gamma-glutamylphenylalanine,gamma-glutamylphenylalanine,7432-24-8,99868,HMDB0000594,,111299
S100000551,22116,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",348,BKAJNAXTPSGJCU-UHFFFAOYSA-N,CC(C)CC(C(O)=O)=O,4-methyl-2-oxopentanoate,4-methyl-2-oxopentanoate,816-66-0,69,HMDB0000695,C00233,70
S100000580,20675,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1236,MPCAJMNYNOGXPB-SLPGGIOYSA-N,O[C@@H]1[C@@H](CO)OC[C@H](O)[C@H]1O,"1,5-anhydroglucitol (1,5-AG)","1,5-anhydroglucitol (1,5-AG)",154-58-5,,HMDB0002712,C07326,64960
S100000584,19266,Lipid,Monoacylglycerol,2891,RCRCTBLIHCHWDZ-DOFZRALJSA-N,CCCCC\C=C/C\C=C/C\C=C/C/C=C\CCCC(OC(CO)CO)=O,2-arachidonoylglycerol (20:4),2-arachidonoylglycerol (20:4),53847-30-6,4445451,HMDB0004666,C13856,5282280
S100000611,20458,Lipid,Lysoplasmalogen,2848,VLBPIWYTPAXCFJ-XMMPIXPASA-N,CCCCCCCCCCCCCCCCOC[C@]([H])(COP([O-])(OCC[N+](C)(C)C)=O)O,1-palmityl-GPC (O-16:0),1-palmityl-GPC (O-16:0),52691-62-0,3845,,,3983
S100000616,52449,Lipid,Phosphatidylinositol (PI),2573,KRTOMQDUKGRFDJ-YKOKTLGVSA-N,CCCCCCCCCCCCCCCCCC(OC[C@]([H])(COP(O)(O[C@](C(O)(C(O)(C(O)([C@](O)1[H])[H])[H])[H])([C@]1(O)[H])[H])=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)=O,1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),383907-33-3,21403055,HMDB0009815,,
S100000626,34445,Lipid,Sphingosines,3180,DUYSYHSSBDVJSM-KRWOKUGFSA-N,OP([O-])(OC[C@@]([H])([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[NH3+])=O,sphingosine 1-phosphate,sphingosine 1-phosphate,26993-30-6,4446673,HMDB0000277,C06124,5283560
S100000630,19260,Lipid,Lysophospholipid,2720,JZWNYZVVZXZRRH-YFKVPUFHSA-N,CCCCCCCC\C=C/CCCCCCCC(OC[C@]([H])(COP(O)(OC[C@]([NH3+])(C([O-])=O)[H])=O)O)=O,1-oleoyl-GPS (18:1),1-oleoyl-GPS (18:1),326589-90-6,7826049,HMDB0061694,,85036846
S100000656,19324,Lipid,Lysophospholipid,2738,MXAFDFDAIFZFET-CLBYPKMISA-N,[H]C(C(O)(C(O)([C@](O)1[H])[H])[H])([C@@](OP(O)(OC[C@@]([H])(COC(CCCCCCCCCCCCCCCCC)=O)O)=O)([C@]1(O)[H])[H])O,1-stearoyl-GPI (18:0),1-stearoyl-GPI (18:0),796963-93-4,21403067,HMDB0240261,,"71581135,42607495"
S100000657,19130,Lipid,Phosphatidylcholine (PC),2295,KILNVBDSWZSGLL-KXQOOQHDSA-N,CCCCCCCCCCCCCCCC(OC[C@]([H])(COP([O-])(OCC[N+](C)(C)C)=O)OC(CCCCCCCCCCCCCCC)=O)=O,"1,2-dipalmitoyl-GPC (16:0/16:0)","1,2-dipalmitoyl-GPC (16:0/16:0)",63-89-8,398235,HMDB0000564,D03585,452110
S100000665,44675,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1580,MBMBGCFOFBJSGT-KUBAVDMBSA-N,CC\C=C/C\C=C/C\C=C/C/C=C\C/C=C\C/C=C\CCC(O)=O,docosahexaenoate (DHA; 22:6n3),docosahexaenoate (DHA; 22:6n3),6217-54-5,393183,HMDB0002183,C06429,445580
S100000672,19258,Lipid,Phosphatidylcholine (PC),2279,RFVFQQWKPSOBED-PSXMRANNSA-N,CCCCCCCCCCCCCCCC(O[C@](COC(CCCCCCCCCCCCC)=O)(COP([O-])(OCC[N+](C)(C)C)=O)[H])=O,1-myristoyl-2-palmitoyl-GPC (14:0/16:0),1-myristoyl-2-palmitoyl-GPC (14:0/16:0),69525-80-0,114798,HMDB0007869,,129657
S100000706,22132,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",352,LVRFTAZAXQPQHI-UHFFFAOYSA-N,OC(C(CC(C)C)O)=O,alpha-hydroxyisocaproate,alpha-hydroxyisocaproate,10303-64-7,75520,"HMDB0000665,HMDB00746,HMDB0000624",C03264,"83697,92779,439960"
S100000707,20676,Lipid,"Fatty Acid, Dicarboxylate",1688,VZCYOOQTPOCHFL-UHFFFAOYSA-N,O=C(C=CC(O)=O)O,maleate,maleate,110-16-7,392248,HMDB0000176,C01384,444266
S100000708,44656,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",356,GWYFCOCPABKNJV-UHFFFAOYSA-N,CC(C)CC(O)=O,isovalerate (i5:0),isovalerate (C5),503-74-2,10001,HMDB0000718,C08262,10430
S100000710,22160,Xenobiotics,Benzoate Metabolism,4493,IWYDHOAUDWTVEP-UHFFFAOYSA-N,OC(C(O)=O)C1=CC=CC=C1,mandelate,mandelate,90-64-2,1253,HMDB0000703,C01984,"439616,1292"
S100000711,44620,Xenobiotics,Benzoate Metabolism,4538,HOFGLAYWQRGTKC-UHFFFAOYSA-N,O=S(OC1=CC=C(C(C)=O)C=C1)(O)=O,4-acetylphenol sulfate,4-acetylphenyl sulfate,,3872009,,,4684006
S100000715,48114,Amino Acid,Guanidino and Acetamido Metabolism,570,CHJJGSNFBQVOTG-UHFFFAOYSA-N,N=C(N)NC,1-methylguanidine,1-methylguanidine,22661-87-6,28576,HMDB0001522,C02294,10111
S100000743,22036,Lipid,"Fatty Acid, Monohydroxy",1977,JKRDADVRIYVCCY-UHFFFAOYSA-N,O=C(C(CCCCCC)O)O,2-hydroxyoctanoate,2-hydroxyoctanoate,617-73-2,84994,HMDB0002264,,"94180,6995013,5312860"
S100000763,22119,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",4274,ZAYHVCMSTBRABG-JXOAFFINSA-N,O[C@H]1[C@@H](O)[C@H](N2C(N=C(N)C(C)=C2)=O)O[C@@H]1CO,5-methylcytidine,5-methylcytidine,2140-61-6,83877,HMDB0000982,,92918
S100000772,48118,Lipid,Mevalonate Metabolism,3197,JYVXNLLUYHCIIH-UHFFFAOYSA-N,OC(CCO1)(C)CC1=O,mevalonolactone,mevalonolactone,674-26-0,9999,HMDB0006024,,10428
S100000773,22001,Lipid,"Fatty Acid, Monohydroxy",1997,NDPLAKGOSZHTPH-UHFFFAOYSA-N,OC(CC(O)=O)CCCCC,3-hydroxyoctanoate,3-hydroxyoctanoate,88930-08-9,24791,HMDB0001954,C20793,26613
S100000774,22130,Amino Acid,Phenylalanine Metabolism,156,VOXXWSYKYCBWHO-UHFFFAOYSA-N,OC(C(O)=O)CC1=CC=CC=C1,phenyllactate (PLA),phenyllactate (PLA),828-01-3,3715,"HMDB0000779,HMDB0000563",C05607,3848
S100000776,44681,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1881,XOMRRQXKHMYMOC-UHFFFAOYSA-N,[O-]C(CC(OC(CCCCCCCCCCCCCCC)=O)C[N+](C)(C)C)=O,palmitoylcarnitine (C16),palmitoylcarnitine (C16),6865-14-1,448,HMDB0000222,C02990,461
S100000781,32328,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",1861,VVPRQWTYSNDTEA-UHFFFAOYSA-N,O=C(CCCCC)OC(CC([O-])=O)C[N+](C)(C)C,hexanoylcarnitine (C6),hexanoylcarnitine (C6),6920-35-0,4932273,HMDB0000756,,6426853
S100000787,22185,Amino Acid,Alanine and Aspartate Metabolism,37,OTCCIMWXFLJLIA-BYPYZUCNSA-N,OC([C@@H](NC(C)=O)CC(O)=O)=O,N-acetylaspartate (NAA),N-acetylaspartate (NAA),"997-55-7,997-55-7",58576,HMDB0000812,C01042,65065
S100000800,22114,Amino Acid,Tryptophan Metabolism,309,PLVPPLCLBIEYEA-AATRIKPKSA-N,O=C(O)/C=C/C1=CNC2=C1C=CC=C2,indoleacrylate,indoleacrylate,1204-06-4,4524636,HMDB0000734,,5375048
S100000802,32198,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Short Chain)",1857,RDHQFKQIGNGIED-MRVPVSSYSA-N,C[N+](C)(C)C[C@H](OC(C)=O)CC([O-])=O,acetylcarnitine (C2),acetylcarnitine (C2),5080-50-2,5406074,HMDB0000201,C02571,7045767
S100000808,22176,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",467,NOKPBJYHPHHWAN-REOHCLBHSA-N,N[C@H](C(O)=O)CSS(O)(=O)=O,cysteine s-sulfate,cysteine s-sulfate,1637-71-4,102939,HMDB0000731,C05824,115015
S100000827,21127,Lipid,Monoacylglycerol,2869,QHZLMUACJMDIAE-UHFFFAOYSA-N,O=C(CCCCCCCCCCCCCCC)OCC(O)CO,1-palmitoylglycerol (16:0),1-palmitoylglycerol (16:0),542-44-9,14201,HMDB0011564,,14900
S100000840,20693,Xenobiotics,Food Component/Plant,5228,ROBFUDYVXSDBQM-UHFFFAOYSA-N,O=C(C(O)C(O)=O)O,tartronate (hydroxymalonate),tartronate (hydroxymalonate),80-69-3,44,HMDB0035227,C02287,45
S100000841,20694,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,4376,MUBZPKHOEPUJKR-UHFFFAOYSA-N,O=C(O)C(O)=O,oxalate (ethanedioate),oxalate (ethanedioate),144-62-7,946,HMDB0002329,C00209,971
S100000846,20699,Xenobiotics,Food Component/Plant,4916,UNXHWFMMPAWVPI-UHFFFAOYSA-N,OCC(O)C(CO)O,erythritol,erythritol,149-32-6,13835932,HMDB0002994,C00503,222285
S100000862,21133,Xenobiotics,Benzoate Metabolism,4507,FJKROLUGYXJWQN-UHFFFAOYSA-N,OC1=CC=C(C(O)=O)C=C1,4-hydroxybenzoate,4-hydroxybenzoate,99-96-7,132,HMDB0000500,C00156,135
S100000863,21134,Lipid,"Fatty Acid, Dicarboxylate",1682,WNLRTRBMVRJNCN-UHFFFAOYSA-N,OC(CCCCC(O)=O)=O,adipate (C6-DC),adipate,124-04-9,191,HMDB0000448,C06104,196
S100000882,21158,Lipid,"Fatty Acid, Monohydroxy",2003,ATRNZOYKSNPPBF-UHFFFAOYSA-N,CCCCCCCCCCCC(O)CC(O)=O,3-hydroxymyristate,3-hydroxymyristate,3422-31-9,15252,HMDB0061656,,16064
S100000924,21184,Lipid,Monoacylglycerol,2873,RZRNAYUHWVFMIP-KTKRTIGZSA-N,O=C(OCC(O)CO)CCCCCCC/C=C\CCCCCCCC,1-oleoylglycerol (18:1),1-oleoylglycerol (18:1),111-03-5,4446588,HMDB0011567,,5283468
S100000936,44526,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",428,QHKABHOOEWYVLI-UHFFFAOYSA-N,OC(C(C(C)C)=O)=O,3-methyl-2-oxobutyrate,3-methyl-2-oxobutyrate,3715-29-5,48,HMDB0000019,C00141,49
S100000943,21232,Lipid,Monoacylglycerol,2889,UPWGQKDVAURUGE-KTKRTIGZSA-N,O=C(OC(CO)CO)CCCCCCC/C=C\CCCCCCCC,2-oleoylglycerol (18:1),2-oleoylglycerol (18:1),3443-84-3,4478086,HMDB0011537,,5319879
S100000961,22137,Amino Acid,Urea cycle; Arginine and Proline Metabolism,500,QUOGESRFPZDMMT-YFKPBYRVSA-N,N[C@H](C(O)=O)CCCCNC(N)=N,homoarginine,homoarginine,156-86-5,8732,HMDB0000670,C01924,9085
S100000963,22138,Amino Acid,Urea cycle; Arginine and Proline Metabolism,501,XIGSAGMEBXLVJJ-YFKPBYRVSA-N,N[C@H](C(O)=O)CCCCNC(N)=O,homocitrulline,homocitrulline,1190-49-4,58582,HMDB0000679,C02427,65072
S100000987,32506,Lipid,Monoacylglycerol,2890,IEPGNWMPIFDNSD-HZJYTTRNSA-N,O=C(OC(CO)CO)CCCCCCC/C=C\C/C=C\CCCCC,2-linoleoylglycerol (18:2),2-linoleoylglycerol (18:2),3443-82-1,4517636,HMDB0011538,,5365676
S100000989,22202,Xenobiotics,Chemical,6227,GSEJCLTVZPLZKY-UHFFFAOYSA-N,OCCN(CCO)CCO,triethanolamine,triethanolamine,102-71-6,13835630,HMDB0032538,C06771,7618
S100000997,22053,Lipid,"Fatty Acid, Monohydroxy",1999,FYSSBMZUBSBFJL-UHFFFAOYSA-N,OC(CC(O)=O)CCCCCCC,3-hydroxydecanoate,3-hydroxydecanoate,5561-87-5,24790,HMDB0002203,,26612
S100001006,27710,Amino Acid,"Glycine, Serine and Threonine Metabolism",2,OKJIRPAQVSHGFK-UHFFFAOYSA-N,O=C(O)C(NC(C)=O)[H],N-acetylglycine,N-acetylglycine,543-24-8,10507,HMDB0000532,,10972
S100001007,27731,Carbohydrate,Pentose Metabolism,1279,QXKAIJAYHKCRRA-BXXZVTAOSA-N,OC([C@H](O)[C@H](O)[C@H](O)CO)=O,ribonate,ribonate,5336-08-3,4574162,HMDB0000867,C01685,5460677
S100001022,27738,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,4373,JPIJQSOTBSSVTP-UHFFFAOYSA-N,O=C(O)C(O)([H])C([H])(O)CO,threonate,threonate,70753-61-6,133224,"HMDB0062620,HMDB0000943",C01620,"151152,5460407"
S100001026,27719,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",1389,RGHNJXZEOKUKBD-MGCNEYSASA-N,O[C@H]([C@H]([C@H]([C@@H](CO)O)O)O)C(O)=O,galactonate,galactonate,299-28-5,114198,HMDB0000565,"C00880,C15930","12310779,128869"
S100001033,27414,Lipid,Sterol,3240,KZJWDPNRJALLNS-XGEQACPASA-N,C[C@@]1([C@]([C@@H](CC[C@@H]([C@H](C)C)CC)C)([H])CC2)[C@@]2([H])[C@@](CC=C3[C@@]4(CC[C@H](O)C3)C)([H])[C@@]4([H])CC1,beta-sitosterol,beta-sitosterol,83-46-5,192962,HMDB0000852,C01753,222284
S100001034,27513,Amino Acid,Tryptophan Metabolism,304,SEOVTRFCIGRIMH-UHFFFAOYSA-N,OC(CC1=CNC2=C1C=CC=C2)=O,indoleacetate,indoleacetate,"87-51-4,6505-45-9",780,HMDB0000197,C00954,802
S100001040,27447,Lipid,Monoacylglycerol,2874,WECGLUPZRHILCT-HZJYTTRNSA-N,CCCCC/C=C\C/C=C\CCCCCCCC(OCC(O)CO)=O,1-linoleoylglycerol (18:2),1-linoleoylglycerol (18:2),2277-28-3,4446589,HMDB0011568,,5283469
S100001051,30460,Amino Acid,Histidine Metabolism,73,BRMWTNUJHUMWMS-LURJTMIESA-N,N[C@H](C(O)=O)CC1=CN(C)C=N1,1-methylhistidine,1-methylhistidine,332-80-9,83153,HMDB0000001,C01152,92105
S100001054,32412,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),1785,QWYFHHGCZUCMBN-SECBINFHSA-N,CCCC(O[C@H](CC([O-])=O)C[N+](C)(C)C)=O,butyrylcarnitine (C4),butyrylcarnitine (C4),25576-40-3,184820,HMDB0002013,C02862,439829
S100001055,33441,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",431,LRCNOZRCYBNMEP-VIFPVBQESA-N,CC(C)C(O[C@@H](CC([O-])=O)C[N+](C)(C)C)=O,isobutyrylcarnitine (C4),isobutyrylcarnitine (C4),25518-49-4,,HMDB0000736,,168379
S100001063,31904,Lipid,Secondary Bile Acid Metabolism,3556,RHCPKKNRWFXMAT-RRWYKFPJSA-N,[H][C@]1([C@]2(C)[C@](CC1)([H])[C@]3([H])C(C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@@H]2O)=O)[C@H](C)CCC(O)=O,7-ketodeoxycholate,7-ketodeoxycholate,911-40-0,163659,HMDB0000391,,188292
S100001081,31675,Amino Acid,Glutamate Metabolism,62,HNJBEVLQSNELDL-UHFFFAOYSA-N,O=C1CCCN1,2-pyrrolidinone,2-pyrrolidinone,616-45-5,11530,HMDB0002039,,12025
S100001083,32405,Amino Acid,Tryptophan Metabolism,310,GOLXRNDWAUTYKT-UHFFFAOYSA-N,OC(CCC1=CNC2=C1C=CC=C2)=O,indolepropionate,indolepropionate,830-96-6,3613,HMDB0002302,,3744
S100001086,31536,Xenobiotics,Food Component/Plant,4989,KSPQDMRTZZYQLM-UHFFFAOYSA-N,O=C(NCC(O)=O)C1=CC=CO1,N-(2-furoyl)glycine,N-(2-furoyl)glycine,"5657-19-2,5657-19-2",20549,HMDB0000439,,21863
S100001092,32401,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4341,WWNNZCOKKKDOPX-UHFFFAOYSA-N,C[N+]1=CC(C([O-])=O)=CC=C1,trigonelline (N'-methylnicotinate),trigonelline (N'-methylnicotinate),535-83-1,5369,HMDB0000875,C01004,5570
S100001102,32388,Lipid,"Fatty Acid, Dicarboxylate",1703,TVIDDXQYHWJXFK-UHFFFAOYSA-N,OC(CCCCCCCCCCC(O)=O)=O,dodecanedioate (C12-DC),dodecanedioate (C12),693-23-2,12213,HMDB0000623,C02678,12736
S100001104,32390,Amino Acid,Tyrosine Metabolism,168,CAHKINHBCWCHCF-JTQLQIEISA-N,OC1=CC=C(C[C@@H](C(O)=O)NC(C)=O)C=C1,N-acetyltyrosine,N-acetyltyrosine,537-55-3,61606,HMDB0000866,,68310
S100001112,32457,Lipid,"Fatty Acid, Monohydroxy",2002,MUCMKTPAZLSKTL-UHFFFAOYSA-N,OC(CC(CCCCCCCCC)O)=O,3-hydroxylaurate,3-hydroxylaurate,53941-38-1,85026,HMDB0000387,,94216
S100001121,31555,Cofactors and Vitamins,Vitamin B6 Metabolism,4471,HXACOUQIXZGNBF-UHFFFAOYSA-N,OC1=C(C(O)=O)C(CO)=CN=C1C,pyridoxate,pyridoxate,82-82-6,6467,HMDB0000017,C00847,6723
S100001126,43829,Peptide,Gamma-glutamyl Amino Acid,662,AQAKHZVPOOGUCK-XPUUQOCRSA-N,O=C(N[C@H]([C@@](O)=O)C(C)C)CC[C@@H]([C@](O)=O)N,gamma-glutamylvaline,gamma-glutamylvaline,2746-34-1,,HMDB0011172,,7015683
S100001132,32394,Peptide,Modified Peptides,1234,DTSWLLBBGHRXQH-XPUUQOCRSA-N,O=C1CC[C@@H](C(N[C@@H](C(C)C)C(O)=O)=O)N1,pyroglutamylvaline,pyroglutamylvaline,21282-10-0,134331,,,152416
S100001148,31938,Lipid,"Fatty Acid, Monohydroxy",2012,YDCRNMJQROAWFT-UHFFFAOYSA-N,CC(O)CCCC(O)=O,5-hydroxyhexanoate,5-hydroxyhexanoate,44843-89-2,149280,"HMDB0000409,HMDB0000525",,170748
S100001150,31932,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),1789,WOMAZEJKVZLLFE-UHFFFAOYSA-N,O=C(CC)NCC(O)=O,propionylglycine,propionylglycine (C3),21709-90-0,89122,HMDB0000783,,98681
