FeatureID,COMP_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,INCHIKEY,SMILES,CHEMICAL_NAME,PLOT_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PUBCHEM
S100008977,52447,Lipid,Phosphatidylethanolamine (PE),2455,ANRKEHNWXKCXDB-BHFWLYLHSA-N,O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),,4451158,HMDB0009003,C05210,5289133
S100008980,52452,Lipid,Phosphatidylcholine (PC),2342,FORFDCPQKJHEBF-JEFUZMEDSA-N,CCCCCCCCCCCCCCCCCC(OCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O)=O,1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,,,HMDB0008039,,6441487
S100008984,52470,Lipid,Phosphatidylcholine (PC),2296,QIBZFHLFHCIUOT-HTXNQAPBSA-N,CCCCCCCCCCCCCCCC(OCC(OC(CCCCCCC/C=C/CCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O)=O,1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*,1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*,,,HMDB0007969,,6443788
S100008989,52463,Lipid,Phosphatidylcholine (PC),2315,KLTHQSWIRFFBRI-RWSHWRRPSA-N,CCCCCCCCCCCCCCCC(OCC(OC(CCC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)=O)COP([O-])(OCC[N+](C)(C)C)=O)=O,1-palmitoyl-2-eicosapentaenoyl-GPC (16:0/20:5)*,1-palmitoyl-2-eicosapentaenoyl-GPC (16:0/20:5)*,,,HMDB0007984,,24778723
S100008990,52464,Lipid,Phosphatidylethanolamine (PE),2433,DRIVXEVMDWCWLI-CAQMIEAISA-N,O=C(CCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*,1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*,,7825750,HMDB0005323,C05210,9546800
S100008991,52465,Lipid,Phosphatidylethanolamine (PE),2435,MPWUZHVZZKSTPV-MADBQMNMSA-N,O=C(CCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O,1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*,1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*,,7825749,HMDB0008946,,9546799
S100008992,52466,Lipid,Phosphatidylethanolamine (PE),2459,XYYHNDVKALDFHQ-OXHZBIAZSA-N,O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O,1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*,1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*,,7825748,HMDB0009012,,9546798
S100008993,52467,Lipid,Phosphatidylinositol (PI),2556,KIQYUSYSJTUGFZ-LSLODQAYSA-N,O=C(CCCCCCCCCCCCCCC)OC[C@@]([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COP(O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)(O)=O,1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*,1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*,,24767674,HMDB0009789,,
S100008994,52468,Lipid,Phosphatidylinositol (PI),2560,KZVRAFHIKMDULK-HAVSRZFESA-N,O=C(CCCCCCCCCCCCCCCCC)OC[C@@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COP(O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)(O)=O,1-stearoyl-2-linoleoyl-GPI (18:0/18:2),1-stearoyl-2-linoleoyl-GPI (18:0/18:2),,24767694,HMDB0009809,,
S100008998,52473,Cofactors and Vitamins,Tocopherol Metabolism,4402,QUEDXNHFTDJVIY-DQCZWYHMSA-N,CC1=C(C(CC2)=CC(O)=C1C)O[C@@]2(CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)C,gamma-tocopherol/beta-tocopherol,gamma-tocopherol/beta-tocopherol,,,"HMDB0006335,HMDB0001492","C14152,C02483",
S100008999,52475,Lipid,Plasmalogen,2835,URPXXNCTXCOATD-FXMFQVEGSA-N,[H][C@](OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)(COP(OCCN)(O)=O)CO/C=C\CCCCCCCCCCCCCCCC,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,,7826008,HMDB0005779,,9547058
S100009000,52672,Lipid,Plasmalogen,2822,WVGALBKSWOUIEZ-XNHMFJFDSA-N,[H][C@](OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)(COP(OCCN)(O)=O)CO/C=C\CCCCCCCCCCCCCC,1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPE (P-16:0/22:6)*,1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPE (P-16:0/22:6)*,,4446616,HMDB0005780,,5283497
S100009002,52673,Lipid,Plasmalogen,2821,UUYSKERSKRMYME-MAIXUNBTSA-N,[H][C@](OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)(COP(OCCN)(O)=O)CO/C=C\CCCCCCCCCCCCCC,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*,,24769238,HMDB0011352,,52925126
S100009004,52476,Lipid,Plasmalogen,2838,FIJFPUAJUDAZEY-MNDXXDKYSA-N,[H][C@](OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)(COP(OCCN)(O)=O)CO/C=C\CCCCCCCCCCCCCCCC,1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPE (P-18:0/22:6)*,1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPE (P-18:0/22:6)*,,24769278,HMDB0011394,,42607458
S100009005,52477,Lipid,Plasmalogen,2817,ZVVYJAAMWXATNY-PRWZWGSOSA-N,[H][C@](OC(CCCCCCC/C=C\CCCCCCCC)=O)(COP(OCCN)(O)=O)CO/C=C\CCCCCCCCCCCCCC,1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,,24769228,HMDB0011342,,52925128
S100009007,52478,Lipid,Plasmalogen,2823,CRBBMHQTIAELIS-KQBBALDBSA-N,[H][C@](OC(CCCCCCC/C=C\CCCCCCCC)=O)(CO[P-](OCC[N+](C)(C)C)([O])=O)CO/C=C\CCCCCCCCCCCCCC,1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,,,HMDB0007996,,34779384
S100009008,52630,Lipid,Plasmalogen,2815,QICWUUGBNFIZAZ-KMPUTSBYSA-N,[H][C@](OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)CO/C=C\CCCCCCCCCCCCCC,1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPC (P-16:0/22:6)*,1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPC (P-16:0/22:6)*,,,HMDB0011229,,53480699
S100009009,52682,Lipid,Plasmalogen,2831,QLEHHUPUHJPURI-PWYDUFMYSA-N,[H][C@](OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)CO/C=C\CCCCCCCCCCCCCC,1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*,1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*,,24767486,HMDB0011211,,24779386
S100009014,52689,Lipid,Plasmalogen,2830,IOYKZPNDXIIXLN-LOQSCQKMSA-N,[H][C@](OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)CO/C=C\CCCCCCCCCCCCCC,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,,24767495,HMDB0011220,,
S100009015,52704,Lipid,Plasmalogen,2836,TXHZYNSTTCIWMJ-RXSQUPBGSA-N,[H][C@](OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)CO/C=C\CCCCCCCCCCCCCCCC,1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPC (P-18:0/22:6)*,1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPC (P-18:0/22:6)*,,24767537,HMDB0011262,,42607430
S100009019,57333,Lipid,Plasmalogen,2812,GBNPCIWXLWZJGA-ADTCAWDJSA-N,CCCCCCCCCCCCCCCCCCOCC(OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O,1-stearyl-2-arachidonoyl-GPC (O-18:0/20:4)*,1-stearyl-2-arachidonoyl-GPC (O-18:0/20:4)*,,,,,
S100009025,52495,Lipid,Sphingomyelins,3143,YXSZOBWVQJIWNE-QVDCKBILSA-N,[H][C@](NC(CCCCCCCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCCCCCCC,"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*","sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*",,,"HMDB0240619,HMDB0240611,HMDB0240621",,
S100009026,57331,Lipid,Dihydrosphingomyelins,3119,FONAXCRWZQFJHY-JCGOJSMZSA-N,[H][C@](NC(CCCCCCCCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])CCCCCCCCCCCCCCC,behenoyl dihydrosphingomyelin (d18:0/22:0)*,behenoyl dihydrosphingomyelin (d18:0/22:0)*,,24846880,HMDB0012091,,44260132
S100009027,57473,Lipid,Dihydrosphingomyelins,3120,JCELSEVNSMXGKA-IOLBBIBUSA-N,[H][C@](NC(CCCCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])CCCCCCCCCCCCCCC,"sphingomyelin (d18:0/18:0, d19:0/17:0)*","sphingomyelin (d18:0/18:0, d19:0/17:0)*",,24846878,HMDB0012087,,44260130
S100009028,52604,Lipid,Dihydroceramides,3027,GCGTXOVNNFGTPQ-JHOUSYSJSA-N,[H][C@](NC(CCCCCCCCCCCCCCC)=O)(CO)[C@@](O)([H])CCCCCCCCCCCCCCC,N-palmitoyl-sphinganine (d18:0/16:0),N-palmitoyl-sphinganine (d18:0/16:0),5966-29-0,4446685,HMDB11760,,5283572
S100009035,52497,Lipid,Phosphatidylcholine (PC),2288,DGBYUHHIADYUMU-UESLNCBNSA-N,O=C(CCCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O,1-pentadecanoyl-2-linoleoyl-GPC (15:0/18:2)*,1-pentadecanoyl-2-linoleoyl-GPC (15:0/18:2)*,,24766615,HMDB0007940,,24778664
S100009036,52499,Lipid,Phosphatidylcholine (PC),2333,SXNXGNVZTLZDHE-IYEJTHTFSA-N,O=C(CCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCCCCCC/C=C\CCCCCCCC)=O,1-margaroyl-2-oleoyl-GPC (17:0/18:1)*,1-margaroyl-2-oleoyl-GPC (17:0/18:1)*,,24822423,,,
S100009037,52500,Lipid,Phosphatidylcholine (PC),2334,ZSKWZJYUVZYDQU-WESJWMGVSA-N,O=C(CCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O,1-margaroyl-2-linoleoyl-GPC (17:0/18:2)*,1-margaroyl-2-linoleoyl-GPC (17:0/18:2)*,,,,,52922491
S100009038,57365,Lipid,Dihydrosphingomyelins,3117,MJAFYELZQYPMQG-MPQUPPDSSA-N,[H][C@](NC(CCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])CCCCCCCCCCCCCCC,myristoyl dihydrosphingomyelin (d18:0/14:0)*,myristoyl dihydrosphingomyelin (d18:0/14:0)*,,24846886,HMDB0012085,,44260138
S100009042,52914,Amino Acid,Tryptophan Metabolism,325,YJRFFCVUYDRNTR-UHFFFAOYSA-N,OS(OC1=CC=C2C(C=CN2)=C1)(=O)=O,5-hydroxyindole sulfate,5-hydroxyindole sulfate,,,,,
S100009043,52915,Amino Acid,Tryptophan Metabolism,326,YBMPUGDWCSVZRS-UHFFFAOYSA-N,O=S(OC1=C2C(C=CN2)=CC=C1)(O)=O,7-hydroxyindole sulfate,7-hydroxyindole sulfate,,,,,
S100009045,52925,Peptide,Acetylated Peptides,1202,PTSRBZOZSRJCKX-JTQLQIEISA-N,O=C(N[C@H](C(O)=O)CCC(O)=O)CC1=CC=CC=C1,phenylacetylglutamate,phenylacetylglutamate,,9754592,HMDB0059772,,11579826
S100009051,52629,Lipid,Phosphatidylcholine (PC),2346,VGSUMLIRUGDCTF-NSMRCOLJSA-N,O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O,1-stearoyl-2-dihomo-linolenoyl-GPC (18:0/20:3n3 or 6)*,1-stearoyl-2-dihomo-linolenoyl-GPC (18:0/20:3n3 or 6)*,,24766712,HMDB0008047,,
S100009052,52633,Lipid,Diacylglycerol,2924,SVXWJFFKLMLOHO-YAIZGCQRSA-N,OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*,palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*,,7822645,HMDB0007103,,9543695
S100009055,52634,Lipid,Diacylglycerol,2925,ZKYDYRLDJZZKEU-BCTRXSSUSA-N,CCCCCCCCCCCCCCCC(OCC(O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)=O,palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*,palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*,,,HMDB0007103,,131801744
S100009066,52669,Lipid,Phosphatidylinositol (PI),2551,PDLAMJKMOKWLAJ-KTBSNPQYSA-N,O=C(CCCCCCCCCCCCCCC)OC[C@@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COP(O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)(O)=O,1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*,1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*,,24767668,HMDB0009783,,71296232
S100009067,52668,Lipid,Phosphatidylinositol (PI),2579,DJVOKHFQPGWUPK-SWXQTFNJSA-N,O=C(CCCCCCCCCCCCCCCCC)OC[C@@]([H])(OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COP(O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)(O)=O,1-stearoyl-2-docosahexaenoyl-GPI (18:0/22:6)*,1-stearoyl-2-docosahexaenoyl-GPI (18:0/22:6)*,,24767706,HMDB0009821,,52927465
S100009069,52677,Lipid,Plasmalogen,2818,LJVXDBWIBQQKFU-CCJYEBHUSA-N,[H][C@](OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(COP(OCCN)(O)=O)CO/C=C\CCCCCCCCCCCCCC,1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,,24769229,HMDB0011343,,52925127
S100009075,52683,Lipid,Phosphatidylcholine (PC),2326,QJWDAOSZZYVBJZ-KXESGEQTSA-N,O=C(CCCCCCC/C=C\CCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O,1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*,1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*,,24766675,HMDB0008006,,24778768
S100009078,52687,Lipid,Phosphatidylethanolamine (PE),2461,GKAFCSRKMWFPSJ-RJXNKANHSA-N,O=C(CCCCCCC/C=C\CCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,,7825703,HMDB0005349,,9546753
S100009082,52690,Lipid,Lysophospholipid,2604,ZQTAMPRZFOOEEP-KKFOGOCZSA-N,O=C(CCCCCCC/C=C\C/C=C\CCCCC)OC[C@]([H])(COP(O)(O)=O)O,1-linoleoyl-GPA (18:2)*,1-linoleoyl-GPA (18:2)*,,24766514,HMDB0007856,,
S100009122,53194,Lipid,Phosphatidylcholine (PC),2289,ZSWHHKKYMMYPPD-MSZSINMWSA-N,O=C(CCCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,1-pentadecanoyl-2-arachidonoyl-GPC (15:0/20:4)*,1-pentadecanoyl-2-arachidonoyl-GPC (15:0/20:4)*,,24766624,HMDB0007949,,52922330
S100009123,53197,Lipid,Phosphatidylcholine (PC),2290,GEINPYKZLFHHIL-HEXXMCQTSA-N,O=C(CCCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O,1-pentadecanoyl-2-docosahexaenoyl-GPC (15:0/22:6)*,1-pentadecanoyl-2-docosahexaenoyl-GPC (15:0/22:6)*,,24766633,HMDB0007958,,52922342
S100009124,53193,Lipid,Phosphatidylcholine (PC),2335,MHUZXLUKTLNHIX-GUNPMBPGSA-N,O=C(CCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,1-margaroyl-2-arachidonoyl-GPC (17:0/20:4)*,1-margaroyl-2-arachidonoyl-GPC (17:0/20:4)*,,24822197,,,
S100009126,55062,Lipid,Phosphatidylcholine (PC),2391,UAVRPIXHIHJERN-CBTSKTMBSA-N,O=C(CCCCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,1-arachidoyl-2-arachidonoyl-GPC (20:0/20:4)*,1-arachidoyl-2-arachidonoyl-GPC (20:0/20:4)*,,24766940,HMDB0008279,,24779048
S100009130,52697,Lipid,Phosphatidylcholine (PC),2375,FPEVDFOXMCHLKL-KFDYCXSYSA-N,O=C(CCCCCCC/C=C\CCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O,1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*,1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*,,24766785,HMDB0008123,,24778955
S100009131,52710,Lipid,Phosphatidylcholine (PC),2382,ZZSZQATYGVHNLZ-PUMLCSCDSA-N,O=C(CCCCCCC/C=C\C/C=C\CCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,,24766809,HMDB0008147,C05208,24778979
S100009134,53175,Lipid,Plasmalogen,2809,IQACMFWAGALEAQ-WESJWMGVSA-N,[H][C@](OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)COCCCCCCCCCCCCCCCC,1-palmityl-2-linoleoyl-GPC (O-16:0/18:2)*,1-palmityl-2-linoleoyl-GPC (O-16:0/18:2)*,,4947190,HMDB0011151,,6443157
S100009139,53195,Lipid,Phosphatidylcholine (PC),2283,SRQSAJRUMDQMMS-NLDJLLEISA-N,O=C(CCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,,24766559,HMDB0007883,,24778634
S100009141,52699,Lipid,Phosphatidylcholine (PC),2354,MAAMGQXOTCBPFS-JPGWWKBXSA-N,O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O,1-stearoyl-2-docosapentaenoyl-GPC (18:0/22:5n3)*,1-stearoyl-2-docosapentaenoyl-GPC (18:0/22:5n3)*,,24766720,HMDB0008056,,24778873
S100009142,52700,Lipid,Phosphatidylcholine (PC),2355,GLPAGCOJQYNMCC-NEEAVLKMSA-N,O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,1-stearoyl-2-docosapentaenoyl-GPC (18:0/22:5n6)*,1-stearoyl-2-docosapentaenoyl-GPC (18:0/22:5n6)*,,24766719,HMDB0008055,,24778871
S100009146,55061,Lipid,Phosphatidylcholine (PC),2353,AXZGUCXCTZMPTR-UVGACIQRSA-N,O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,1-stearoyl-2-adrenoyl-GPC (18:0/22:4)*,1-stearoyl-2-adrenoyl-GPC (18:0/22:4)*,,24766718,HMDB0008054,,24778868
S100009147,52703,Lipid,Lysoplasmalogen,2849,XKBJVQHMEXMFDZ-AREMUKBSSA-N,[H][C@](O)(COP(OCC[N+](C)(C)C)([O-])=O)COCCCCCCCCCCCCCCCCCC,1-stearyl-GPC (O-18:0)*,1-stearyl-GPC (O-18:0)*,,2015318,HMDB0011149,C04317,2733532
S100009153,52738,Lipid,Phosphatidylcholine (PC),2347,QXDDDGCNWRUEFM-UMKMFDOBSA-N,O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCC/C=C\C/C=C\C/C=C\CCCCCCCC)=O,1-stearoyl-2-meadoyl-GPC (18:0/20:3n9)*,1-stearoyl-2-meadoyl-GPC (18:0/20:3n9)*,,24766711,HMDB0008046,,24778855
S100009162,52716,Lipid,Plasmalogen,2819,PEWXKAOBUSBJLD-MCBGMKGZSA-N,[H][C@](OC(CCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)CO/C=C\CCCCCCCCCCCCCC,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,,9322076,HMDB0011206,,11146967
S100009181,52726,Lipid,Phosphatidylinositol (PI),2559,YOBFISPJJWPPTK-BAAZTTAESA-N,O=C(CCCCCCCCCCCCCCCCC)OC[C@@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COP(O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)(O)=O,1-stearoyl-2-oleoyl-GPI (18:0/18:1)*,1-stearoyl-2-oleoyl-GPI (18:0/18:1)*,,,HMDB0240667,,
S100009184,54984,Lipid,Phosphatidylinositol (PI),2575,ZUGLBBVIAIBIKG-KXPCXWIZSA-N,O=C(CCCCCCCCCCCCCCCCC)OC[C@@]([H])(OC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O)COP(O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)(O)=O,1-stearoyl-2-dihomo-linolenoyl-GPI (18:0/20:3n3 or 6)*,1-stearoyl-2-dihomo-linolenoyl-GPI (18:0/20:3n3 or 6)*,,24767699,HMDB0009814,,
S100009198,61501,Lipid,Lysoplasmalogen,2850,JIJGULMDDZORPH-HSZRJFAPSA-N,[H][C@](O)(COP(OCCN)(O)=O)COCCCCCCCCCCCCCCCCCC,1-stearyl-GPE (O-18:0)*,1-stearyl-GPE (O-18:0)*,,24823081,,,46891690
S100009217,53174,Lipid,Phosphatidylethanolamine (PE),2469,SSCDRSKJTAQNNB-DWEQTYCFSA-N,O=C(CCCCCCC/C=C\C/C=C\CCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O,"1,2-dilinoleoyl-GPE (18:2/18:2)*","1,2-dilinoleoyl-GPE (18:2/18:2)*",,7825762,HMDB0009093,,9546812
S100009225,52748,Lipid,Plasmalogen,2827,XVXISDREVDGQPX-PISDLAQISA-N,[H][C@](OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(COP(OCCN)(O)=O)CO/C=C\CCCCCCCCCCCCCCCC,1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,,24769261,HMDB0011376,,
S100009227,54885,Lipid,Lysophospholipid,2732,VEEHTGYBVMTAAF-RFFZIGDUSA-N,[H][C@@](CO)(O)COP(OC[C@]([H])(O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(O)=O,1-linoleoyl-GPG (18:2)*,1-linoleoyl-GPG (18:2)*,,,HMDB0240600,,
S100009231,54914,Peptide,Gamma-glutamyl Amino Acid,663,SQBNIUOYNOKDTI-WHFBIAKZSA-N,OC([C@H](CO)NC(CC[C@H](N)C(O)=O)=O)=O,gamma-glutamylserine,gamma-glutamylserine,5875-35-4,18691889,HMDB0029158,,22844748
S100009232,53231,Xenobiotics,Chemical,6262,DZLNHFMRPBPULJ-VKHMYHEASA-N,O=C(O)[C@]1(NCSC1)[H],thioproline,thioproline,34592-47-4,84120,HMDB0062164,,93176
S100009233,52944,Lipid,Fatty Acid Metabolism (Acyl Choline),1960,UFQZDKMTMXCDBP-UHFFFAOYSA-N,C[N+](C)(C)CCOC(CCCCCCCCCCCCCC[CH2-])=O,palmitoylcholine,palmitoylcholine,,133731,HMDB0240592,,151731
