FeatureID,LIB_ID,COMP_ID,SUPER_PATHWAY,SUB_PATHWAY,TYPE,INCHIKEY,SMILES,CHEMICAL_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PUBCHEM,PLATFORM
F30,305,39583,Lipid,Mevalonate Metabolism,NAMED,KJTLQQUUPVSXIM-UHFFFAOYSA-N,CC(CCO)(CC(O)=O)O,mevalonate,96949-03-0,388367,HMDB0000227,C02104,449,Polar
F49,400,1408,Amino Acid,Polyamine Metabolism,NAMED,KIDHWZJUCRJVML-UHFFFAOYSA-N,NCCCCN,putrescine,110-60-1,13837702,HMDB0001414,C00134,1045,Pos Early
F50,400,485,Amino Acid,Polyamine Metabolism,NAMED,ATHGHQPFGPMSJY-UHFFFAOYSA-N,NCCCCNCCCN,spermidine,124-20-9,1071,HMDB0001257,C00315,1102,Pos Early
F54,400,1527,Nucleotide,"Purine Metabolism, Adenine containing",NAMED,SATCOUWSAZBIJO-UHFFFAOYSA-N,CN1C=NC2=C(C1=N)N=CN2,1-methyladenine,5142-22-3,71157,HMDB0011599,C02216,135398646,Pos Early
F55,400,27665,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,NAMED,LDHMAVIPBRSVRG-UHFFFAOYSA-N,C[N+]1=CC(C([NH-])=O)=CC=C1,1-methylnicotinamide,1005-24-9,8305504,HMDB0000699,C02918,457,Pos Early
F62,209,38395,Lipid,"Fatty Acid, Dihydroxy",NAMED,CQSLTKIXAJTQGA-FLIBITNWSA-N,CCCCCC(C(C/C=C\CCCCCCCC(O)=O)O)O,"12,13-DiHOME",263399-35-5,8412123,HMDB0004705,C14829,10236635,Neg
F71,400,437,Amino Acid,Tryptophan Metabolism,NAMED,DUUGKQCEGZLZNO-UHFFFAOYSA-N,OC1=CC=C(NC=C2CC(O)=O)C2=C1,5-hydroxyindoleacetate,54-16-0,1760,HMDB0000763,C05635,1826,Pos Early
F75,209,37137,Nucleotide,"Pyrimidine Metabolism, Uracil containing",NAMED,HWDMHJDYMFRXOX-UHFFFAOYSA-N,OCC1OC(N2C=CC(NC2=O)=O)C3OP(O)(OC13)=O,"uridine-2',3'-cyclic monophosphate",40632-52-8,3824355,HMDB0011640,C02355,439715,Neg
F93,305,528,Energy,TCA Cycle,NAMED,KPGXRSRHYNQIFN-UHFFFAOYSA-N,O=C(C(O)=O)CCC(O)=O,alpha-ketoglutarate,"328-50-7,22202-68-2,305-72-6",50,HMDB0000208,C00026,51,Polar
F98,209,1417,Amino Acid,Tryptophan Metabolism,NAMED,HCZHHEIFKROPDY-UHFFFAOYSA-N,OC1=C(C=CC=C2)C2=NC(C(O)=O)=C1,kynurenate,492-27-3,3712,HMDB0000715,C01717,3845,Neg
F112,305,531,Lipid,Mevalonate Metabolism,NAMED,NPOAOTPXWNWTSH-UHFFFAOYSA-N,CC(CC(O)=O)(CC(O)=O)O,3-hydroxy-3-methylglutarate,503-49-1,4573695,HMDB0000355,C03761,"16,625,459,993",Polar
F114,305,1413,Amino Acid,Phenylalanine Metabolism,NAMED,FVMDYYGIDFPZAX-UHFFFAOYSA-N,OC(CC1=CC=CC(O)=C1)=O,3-hydroxyphenylacetate,621-37-4,5323739,HMDB0000440,C05593,12122,Polar
F136,209,22842,Lipid,Primary Bile Acid Metabolism,NAMED,BHQCQFFYRZLCQQ-OLRQUHAPSA-N,O[C@H]1[C@@]2([H])[C@]3([H])CC[C@H]([C@H](C)CCC(O)=O)[C@@]3(C)[C@@H](O)C[C@]2([H])[C@@]4(C)CC[C@@H](O)CC4C1,cholate,81-25-4,,HMDB0000619,C00695,221493,Neg
F141,400,1416,Amino Acid,Glutamate Metabolism,NAMED,BTCSSZJGUNDROE-UHFFFAOYSA-N,OC(CCCN)=O,gamma-aminobutyrate (GABA),56-12-2,116,HMDB0000112,C00334,119,Pos Early
F144,209,541,Amino Acid,Phenylalanine Metabolism,NAMED,XQXPVVBIMDBYFF-UHFFFAOYSA-N,OC(CC1=CC=C(C=C1)O)=O,4-hydroxyphenylacetate,156-38-7,3881560,HMDB0000020,C00642,127,Neg
F171,209,3127,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",NAMED,FDGQSTZJBFJUBT-UHFFFAOYSA-N,O=C1C(N=CN2)=C2N=CN1,hypoxanthine,68-94-0,768,HMDB0000157,C00262,"790,135,398,638",Neg
F172,400,32352,Nucleotide,"Purine Metabolism, Guanine containing",NAMED,UYTPUPDQBNUYGX-UHFFFAOYSA-N,NC(N1)=NC2=C(NC=N2)C1=O,guanine,73-40-5,744,HMDB0000132,C00242,135398634,Pos Early
F179,209,38399,Lipid,"Fatty Acid, Dihydroxy",NAMED,XEBKSQSGNGRGDW-YFHOEESVSA-N,CCCCC/C=C\CC(C(CCCCCCCC(O)=O)O)O,"9,10-DiHOME",263399-34-4,8142232,HMDB0004704,C14828,9966640,Neg
F180,209,1105,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),NAMED,OYHQOLUKZRVURQ-HZJYTTRNSA-N,OC(CCCCCCC/C=C\C/C=C\CCCCC)=O,linoleate (18:2n6),60-33-3,4444105,"HMDB0006270,HMDB0000673",C01595,5280450,Neg
F181,209,1645,Lipid,Medium Chain Fatty Acid,NAMED,POULHZVOKOAJMA-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCC,laurate (12:0),143-07-7,3756,HMDB0000638,C02679,3893,Neg
F182,305,1899,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,NAMED,GJAWHXHKYYXBSV-UHFFFAOYSA-N,OC(C(C=CC=N1)=C1C(O)=O)=O,quinolinate,89-00-9,1037,HMDB0000232,C03722,1066,Polar
F189,400,1498,Amino Acid,Lysine Metabolism,NAMED,MXNRLFUSFKVQSK-UHFFFAOYSA-N,C[N+](C)(CCCCC(C([O-])=O)N)C,"N6,N6,N6-trimethyllysine",23284-33-5,140379,HMDB0001325,C03793,440120,Pos Early
F192,400,37496,Amino Acid,Polyamine Metabolism,NAMED,KLZGKIDSEJWEDW-UHFFFAOYSA-N,CC(NCCCCN)=O,N-acetylputrescine,18233-70-0,109095,HMDB0002064,C02714,122356,Pos Early
F194,209,2829,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",NAMED,PYUSHNKNPOHWEZ-UHFFFAOYSA-N,CSCCC(C(O)=O)NC=O,N-formylmethionine,4289-98-9,388809,HMDB0001015,C03145,439750,Neg
F209,400,32342,Nucleotide,"Purine Metabolism, Adenine containing",NAMED,UDMBCSSLTHHNCD-UHFFFAOYSA-N,NC1=NC=NC2=C1N=CN2C3OC(C(C3O)O)COP(O)(O)=O,adenosine 5'-monophosphate (AMP),149022-20-8,10239183,HMDB0000045,C00020,6083,Pos Early
F211,400,1553,Nucleotide,"Purine Metabolism, Adenine containing",NAMED,OLXZPDWKRNYJJZ-UHFFFAOYSA-N,NC1=C(N=CN2C(CC3O)OC3CO)C2=NC=N1,2'-deoxyadenosine,16373-93-6,13135,HMDB0000101,C00559,13730,Pos Early
F218,400,33434,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",NAMED,NUCLJNSWZCHRKL-UHFFFAOYSA-N,OC(C(NC(N)=O)NC(N)=O)=O,allantoic acid,99-16-1,198,HMDB0001209,C00499,203,Pos Early
F229,209,1110,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),NAMED,YZXBAPSDXZZRGB-DOFZRALJSA-N,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(O)=O,arachidonate (20:4n6),506-32-1,392692,HMDB0001043,C00219,444899,Neg
F231,400,1638,Amino Acid,Urea cycle; Arginine and Proline Metabolism,NAMED,ODKSFYDXXFIFQN-UHFFFAOYSA-N,N=C(N)NCCCC(N)C(O)=O,arginine,1119-34-2,227,HMDB0000517,C00062,6322,Pos Early
F234,400,443,Amino Acid,Alanine and Aspartate Metabolism,NAMED,CKLJMWTZIZZHCS-UHFFFAOYSA-N,NC(C(O)=O)CC(O)=O,aspartate,56-84-8,5745,HMDB0000191,C00049,5960,Pos Early
F240,209,32197,Amino Acid,Tyrosine Metabolism,NAMED,JVGVDSSUAVXRDY-UHFFFAOYSA-N,OC(C(O)=O)CC1=CC=C(O)C=C1,3-(4-hydroxyphenyl)lactate,6482-98-0,9010,HMDB0000755,C03672,9378,Neg
F241,209,566,Amino Acid,Phenylalanine Metabolism,NAMED,BTNMPGBKDVTSJY-UHFFFAOYSA-N,O=C(C(O)=O)CC1=CC=CC=C1,phenylpyruvate,156-06-9,972,HMDB0000205,C00166,997,Neg
F244,400,55,Nucleotide,"Pyrimidine Metabolism, Uracil containing",NAMED,UCMIRNVEIXFBKS-UHFFFAOYSA-N,NCCC(O)=O,beta-alanine,"107-95-9,56-41-7",234,HMDB0000056,C00099,239,Pos Early
F250,209,2137,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,NAMED,QBUVFDKTZJNUPP-YBRAVLHJSA-N,CC1=C(/C=C(N2)/C(C=C)=C(C)C2=O)NC(/C=C3C(CCC(O)=O)=C(C)C(/C=C(N4)\C(C)=C(C=C)C4=O)=N\3)=C1CCC(O)=O,biliverdin,"55482-27-4,55482-27-4",10628548,HMDB0001008,C00500,5280353,Neg
F251,209,568,Cofactors and Vitamins,Biotin Metabolism,NAMED,YBJHBAHKTGYVGT-UHFFFAOYSA-N,OC(CCCCC(SC1)C(N2)C1NC2=O)=O,biotin,58-85-5,149962,HMDB0000030,C00120,171548,Neg
F252,305,1437,Energy,TCA Cycle,NAMED,KDYFGRWQOYBRFD-UHFFFAOYSA-N,OC(CCC(O)=O)=O,succinate,110-15-6,1078,HMDB0000254,C00042,1110,Polar
F254,305,542,Lipid,Ketone Bodies,NAMED,WHBMMWSBFZVSSR-UHFFFAOYSA-N,CC(O)CC(O)=O,3-hydroxybutyrate (BHBA),625-72-9,428,"HMDB0000442,HMDB0000357,HMDB0000011","C03197,C01089","9,431,844,192,135",Polar
F266,402,63,Lipid,Sterol,NAMED,HVYWMOMLDIMFJA-LBHVWCRMSA-N,CC1(C2C(C)CCCC(C)C)C(CC2)C(CC=C3C4(CC[C@H](O)C3)C)C4CC1,cholesterol,57-88-5,4937803,HMDB0000067,C00187,"5,997,643,256,411,020,000",Pos Late
F267,400,34396,Lipid,Phospholipid Metabolism,NAMED,YHHSONZFOIEMCP-UHFFFAOYSA-N,C[N+](C)(CCOP(O)([O-])=O)C,choline phosphate,72556-74-2,119298,HMDB0001565,C00588,1014,Pos Early
F275,400,513,Amino Acid,Creatine Metabolism,NAMED,DDRJAANPRJIHGJ-UHFFFAOYSA-N,CN(C(N1)=N)CC1=O,creatinine,60-27-5,568,HMDB0000562,C00791,588,Pos Early
F278,400,35637,Amino Acid,Glutathione Metabolism,NAMED,ZUKPVRWZDMRIEO-UHFFFAOYSA-N,NC(C(NCC(O)=O)=O)CS,cysteinylglycine,19246-18-5,58762,HMDB0000078,C01419,439498,Pos Early
F297,402,17747,Lipid,Sphingosines,NAMED,WWUZIQQURGPMPG-CCEZHUSRSA-N,CCCCCCCCCCCCC/C=C/C(C(CO)N)O,sphingosine,123-78-4,4510275,HMDB0000252,C00319,5280335,Pos Late
F298,400,533,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",NAMED,NCMVOABPESMRCP-UHFFFAOYSA-N,NC1=NC(N(C2CC(C(O2)COP(O)(O)=O)O)C=C1)=O,2'-deoxycytidine 5'-monophosphate,1032-65-1,5414501,HMDB0001202,C00239,13945,Pos Early
F302,209,1114,Lipid,Secondary Bile Acid Metabolism,NAMED,KXGVEGMKQFWNSR-OHAQSFBXSA-N,CC12[C@@]([C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@@H]2O)([H])CC[C@]1([H])[C@]([H])(C)CCC(O)=O,deoxycholate,83-44-3,389318,HMDB0000626,C04483,"222,528,440,355",Neg
F313,402,17769,Lipid,Sphingolipid Synthesis,NAMED,OTKJDMGTUTTYMP-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(C(CO)N)O,sphinganine,3102-56-5,3014,HMDB0000269,C00836,3126,Pos Late
F327,209,2134,Cofactors and Vitamins,Riboflavin Metabolism,NAMED,VWWQXMAJTJZDQX-KUIMXZBMSA-N,OC(C(O)C(O)COP(OP(OC[C@H]1O[C@@H](N(C=N2)C3=C2C(N)=NC=N3)[C@H](O)[C@@H]1O)(O)=O)(O)=O)CN(C(C=C(C)C(C)=C4)=C4N=C5C(N6)=O)C5=NC6=O,flavin adenine dinucleotide (FAD),"146-14-5,84366-81-4",559059,HMDB0001248,C00016,643975,Neg
F330,305,1643,Energy,TCA Cycle,NAMED,VZCYOOQTPOCHFL-OWOJBTEDSA-N,OC(/C=C/C(O)=O)=O,fumarate,100-17-8,10197150,HMDB0000134,C00122,444972,Polar
F338,305,587,Xenobiotics,Food Component/Plant,NAMED,RGHNJXZEOKUKBD-SQOUGZDYSA-N,OC([C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)=O,gluconate,527-07-1,10240,HMDB0000625,C00257,"106,903,085,666",Polar
F339,305,396,Lipid,"Fatty Acid, Dicarboxylate",NAMED,JFCQEDHGNNZCLN-UHFFFAOYSA-N,OC(CCCC(O)=O)=O,glutarate (C5-DC),110-94-1,3618533,HMDB0000661,C00489,"7,434,418,048",Polar
F340,400,58,Amino Acid,"Glycine, Serine and Threonine Metabolism",NAMED,DHMQDGOQFOQNFH-UHFFFAOYSA-N,NCC(O)=O,glycine,56-40-6,730,HMDB0000123,C00037,750,Pos Early
F342,209,18476,Lipid,Primary Bile Acid Metabolism,NAMED,RFDAIACWWDREDC-FRVQLJSFSA-N,O=C(CNC(CC[C@H]([C@@H]1[C@@]2(C)[C@@H](O)C[C@]3([H])[C@@]4(C)CC[C@@H](O)C[C@@]4([H])C[C@@H](O)[C@@]3([H])[C@]2([H])CC1)C)=O)O,glycocholate,"475-31-0,863-57-0",9734,HMDB0000138,C01921,10140,Neg
F344,400,43802,Amino Acid,Creatine Metabolism,NAMED,BPMFZUMJYQTVII-UHFFFAOYSA-N,NC(NCC(O)=O)=N,guanidinoacetate,352-97-6,743,HMDB0000128,C00581,763,Pos Early
F348,209,1411,Nucleotide,"Purine Metabolism, Guanine containing",NAMED,YKBGVTZYEHREMT-UHFFFAOYSA-N,OC1=C(N=CN2C(CC3O)OC3CO)C2=NC(N)=N1,2'-deoxyguanosine,961-07-9,163230,HMDB0000085,C00330,135398592,Neg
F354,400,1574,Amino Acid,Histidine Metabolism,NAMED,NTYJJOPFIAHURM-UHFFFAOYSA-N,NCCC1=CNC=N1,histamine,51-45-6,753,HMDB0000870,C00388,774,Pos Early
F355,209,59,Amino Acid,Histidine Metabolism,NAMED,HNDVDQJCIGZPNO-UHFFFAOYSA-N,NC(C(O)=O)CC1=CN=CN1,histidine,5934-29-2,752,HMDB0000177,C00135,6274,Neg
F358,400,590,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",NAMED,VVIUBCNYACGLLV-UHFFFAOYSA-N,NCCS(O)=O,hypotaurine,300-84-5,96959,HMDB0000965,C00519,107812,Pos Early
F361,209,1123,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",NAMED,UGQMRVRMYYASKQ-KQYNXXCUSA-N,O[C@H]1[C@H](N2C(N=CN=C3O)=C3N=C2)O[C@H](CO)[C@H]1O,inosine,58-63-9,21241953,HMDB0000195,C00294,6021,Neg
F363,305,1124,Lipid,Inositol Metabolism,NAMED,CDAISMWEOUEBRE-GPIVLXJGSA-N,O[C@@H]1[C@@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H]1O,myo-inositol,87-89-8,10239179,HMDB0000211,C00137,892,Polar
F376,400,1125,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",NAMED,AGPKZVBTJJNPAG-UHFFFAOYSA-N,NC(C(O)=O)C(C)CC,isoleucine,73-32-5,769,HMDB0000172,"C06418,C00407,C16424",6306,Pos Early
F381,305,6146,Amino Acid,Lysine Metabolism,NAMED,OYIFNHCXNCRBQI-UHFFFAOYSA-N,OC(CCCC(N)C(O)=O)=O,2-aminoadipate,"1118-90-7,542-32-5",456,HMDB0000510,C00956,92136,Polar
F382,400,47089,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",NAMED,XVOYSCVBGLVSOL-UHFFFAOYSA-N,O=C(O)C(N)CS(=O)(O)=O,3-sulfo-alanine,498-40-8,65718,HMDB0002757,C00506,72886,Pos Early
F391,400,2132,Amino Acid,Urea cycle; Arginine and Proline Metabolism,NAMED,RHGKLRLOHDJJDR-UHFFFAOYSA-N,NC(C(O)=O)CCCNC(N)=O,citrulline,372-75-8,810,HMDB0000904,C00327,9750,Pos Early
F395,402,1128,Lipid,Sterol,NAMED,CAHGCLMLTWQZNJ-UHFFFAOYSA-N,OC1CCC(C(CCC2(C)C3(C)CCC2C(C)CC/C=C(C)\C)=C3CC4)(C)C4C1(C)C,lanosterol,79-63-0,216175,HMDB0001251,"C01724,C08624",246983,Pos Late
F397,400,60,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",NAMED,ROHFNLRQFUQHCH-YFKPBYRVSA-N,O=C([C@H](CC(C)C)N)O,leucine,61-90-5,,HMDB0000687,C00123,6106,Pos Early
F405,209,1483,Lipid,Secondary Bile Acid Metabolism,NAMED,SMEROWZSTRWXGI-UHFFFAOYSA-N,O=C(CCC(C(CCC1C2CCC3CC4O)C1(CCC2C3(CC4)C)C)C)O,lithocholate,434-13-9,9519,HMDB0000761,C03990,9903,Neg
F407,400,1301,Amino Acid,Lysine Metabolism,NAMED,KDXKERNSBIXSRK-UHFFFAOYSA-N,NC(C(O)=O)CCCCN,lysine,56-87-1,5747,HMDB0003405,"C00739,C00047",5962,Pos Early
F409,209,1303,Energy,TCA Cycle,NAMED,BJEPYKJPYRNKOW-UHFFFAOYSA-N,OC(C(O)=O)CC(O)=O,malate,6915-15-7,510,"HMDB0031518,HMDB0000156,HMDB0000744","C00149,C00711,C00497",525,Neg
F415,400,1302,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",NAMED,FFEARJCKVFRZRR-UHFFFAOYSA-N,CSCCC(N)C(O)=O,methionine,63-68-3,5907,HMDB0000696,C00073,6137,Pos Early
F418,305,1496,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),NAMED,ZIYVHBGGAOATLY-UHFFFAOYSA-N,O=C(C(C(O)=O)C)O,methylmalonate (MMA),516-05-2,473,HMDB0000202,C02170,487,Polar
F424,209,1336,Lipid,Long Chain Saturated Fatty Acid,NAMED,IPCSVZSSVZVIGE-UHFFFAOYSA-N,OC(CCCCCCCCCCCCCCC)=O,palmitate (16:0),57-10-3,960,HMDB0000220,C00249,985,Neg
F432,400,594,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,NAMED,DFPAKSUCGFBDDF-UHFFFAOYSA-N,NC(C1=CN=CC=C1)=O,nicotinamide,98-92-0,911,HMDB0001406,C00153,936,Pos Early
F439,209,1358,Lipid,Long Chain Saturated Fatty Acid,NAMED,QIQXTHQIDYTFRH-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(O)=O,stearate (18:0),57-11-4,5091,HMDB0000827,C01530,5281,Neg
F444,400,1493,Amino Acid,Urea cycle; Arginine and Proline Metabolism,NAMED,AHLPHDHHMVZTML-BYPYZUCNSA-N,O=C(O)[C@@H](N)CCCN,ornithine,3184-13-2,6026,HMDB0000214,C00077,6262,Pos Early
F445,305,1505,Nucleotide,"Pyrimidine Metabolism, Orotate containing",NAMED,PXQPEWDEAKTCGB-UHFFFAOYSA-N,O=C(C1=CC(O)=NC(O)=N1)O,orotate,50887-69-9,942,HMDB0000226,C00295,967,Polar
F452,209,33447,Lipid,Long Chain Monounsaturated Fatty Acid,NAMED,SECPZKHBENQXJG-FPLPWBNLSA-N,CCCCCC\C=C/CCCCCCCC(O)=O,palmitoleate (16:1n7),373-49-9,393216,HMDB0003229,C08362,445638,Neg
F460,400,64,Amino Acid,Phenylalanine Metabolism,NAMED,COLNVLDHVKWLRT-UHFFFAOYSA-N,NC(C(O)=O)CC1=CC=CC=C1,phenylalanine,63-91-2,5910,HMDB0000159,C00079,6140,Pos Early
F461,400,42109,Energy,Oxidative Phosphorylation,NAMED,NBIIXXVUZAFLBC-UHFFFAOYSA-N,O=P(O)(O)O,phosphate,7664-38-2,1032,HMDB0001429,C00009,1061,Pos Early
F469,402,1510,Lipid,Sphingolipid Synthesis,NAMED,AERBNCYCJBRYDG-KSZLIROESA-N,O[C@@H]([C@@H](O)[C@@H](N)CO)CCCCCCCCCCCCCC,phytosphingosine,554-62-1,21238683,HMDB0004610,C12144,122121,Pos Late
F480,400,1898,Amino Acid,Urea cycle; Arginine and Proline Metabolism,NAMED,ONIBWKKTOPOVIA-UHFFFAOYSA-N,OC(C1CCCN1)=O,proline,147-85-3,128566,"HMDB0000162,HMDB0003411","C00148,C000763","8,988,145,742,614",Pos Early
F482,209,527,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",NAMED,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,CC(O)C(O)=O,lactate,79-33-4,592,HMDB0000190,C00186,612,Neg
F491,400,1651,Cofactors and Vitamins,Vitamin B6 Metabolism,NAMED,RADKZDMFGJYCBB-UHFFFAOYSA-N,OC1=C(C)N=CC(CO)=C1C=O,pyridoxal,65-22-5,1021,HMDB0001545,C00250,1050,Pos Early
F498,402,1806,Cofactors and Vitamins,Vitamin A Metabolism,NAMED,FPIPGXGPPPQFEQ-OVSJKPMPSA-N,C/C(/C=C/C(C(C)(CCC1)C)=C1C)=C\C=C\C(C)=C\CO,retinol (vitamin A),68-26-8,393012,HMDB0000305,C00473,445354,Pos Late
F500,400,1827,Cofactors and Vitamins,Riboflavin Metabolism,NAMED,AUNGANRZJHBGPY-UHFFFAOYSA-N,OC(C(O)C(O)CO)CN1C(C=C2C)=C(C=C2C)N=C(C(N3)=O)C1=NC3=O,riboflavin (vitamin B2),83-88-5,431981,HMDB0000244,C00255,493570,Pos Early
F501,305,1515,Xenobiotics,Drug - Topical Agents,NAMED,YGSDEFSMJLZEOE-UHFFFAOYSA-N,OC1=C(C(O)=O)C=CC=C1,salicylate,69-72-7,331,HMDB0001895,C00805,338,Polar
F503,400,1648,Amino Acid,"Glycine, Serine and Threonine Metabolism",NAMED,MTCFGRXMJLQNBG-REOHCLBHSA-N,OC([C@@H](N)CO)=O,serine,56-45-1,5736,HMDB0000187,C00065,5951,Pos Early
F504,400,2342,Amino Acid,Tryptophan Metabolism,NAMED,QZAYGJVTTNCVMB-UHFFFAOYSA-N,NCCC1=CNC(C=C2)=C1C=C2O,serotonin,153-98-0,5013,HMDB0000259,C00780,5202,Pos Early
F512,400,2125,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",NAMED,XOAAWQZATWQOTB-UHFFFAOYSA-N,NCCS(=O)(O)=O,taurine,107-35-7,1091,HMDB0000251,C00245,1123,Pos Early
F519,209,1365,Lipid,Long Chain Saturated Fatty Acid,NAMED,TUNFSRHWOTWDNC-UHFFFAOYSA-N,OC(CCCCCCCCCCCCC)=O,myristate (14:0),544-63-8,10539,HMDB0000806,C06424,11005,Neg
F533,400,1670,Amino Acid,Urea cycle; Arginine and Proline Metabolism,NAMED,XSQUKJJJFZCRTK-UHFFFAOYSA-N,O=C(N)N,urea,57-13-6,1143,HMDB0000294,C00086,1176,Pos Early
F535,209,606,Nucleotide,"Pyrimidine Metabolism, Uracil containing",NAMED,DRTQHJPVMGBUCF-UHFFFAOYSA-N,OC1C(N(C=CC2=O)C(N2)=O)OC(CO)C1O,uridine,58-96-8,5807,HMDB0000296,C00299,6029,Neg
F536,209,1412,Nucleotide,"Pyrimidine Metabolism, Uracil containing",NAMED,MXHRCPNRJAMMIM-UHFFFAOYSA-N,O=C(NC1=O)N(C=C1)C(CC2O)OC2CO,2'-deoxyuridine,951-78-0,13118,HMDB0000012,C00526,13712,Neg
F537,400,607,Amino Acid,Histidine Metabolism,NAMED,LOIYMIARKYCTBW-OWOJBTEDSA-N,O=C(O)/C=C/C1=CNC=N1,trans-urocanate,104-98-3,643824,HMDB0000301,C00785,736715,Pos Early
F561,400,57,Amino Acid,Glutamate Metabolism,NAMED,WHUUTDBJXJRKMK-VKHMYHEASA-N,O=C(O)[C@@H](N)CCC(O)=O,glutamate,56-86-0,591,HMDB0000148,"C00025,C00217",33032,Pos Early
F563,400,53,Amino Acid,Glutamate Metabolism,NAMED,ZDXPYRJPNDTMRX-VKHMYHEASA-N,OC([C@@H](N)CCC(N)=O)=O,glutamine,56-85-9,5746,HMDB0000641,C00064,5961,Pos Early
F564,400,1284,Amino Acid,"Glycine, Serine and Threonine Metabolism",NAMED,AYFVYJQAPQTCCC-GBXIJSLDSA-N,N[C@H](C(O)=O)[C@H](O)C,threonine,72-19-5,6051,HMDB0000167,C00188,6288,Pos Early
F565,400,54,Amino Acid,Tryptophan Metabolism,NAMED,QIVBCDIJIAJPQS-VIFPVBQESA-N,O=C(O)[C@@H](N)CC1=CNC2=C1C=CC=C2,tryptophan,73-22-3,6066,HMDB0000929,C00078,6305,Pos Early
F566,400,1649,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",NAMED,KZSNJWFQEVHDMF-BYPYZUCNSA-N,N[C@H](C(O)=O)C(C)C,valine,72-18-4,6050,HMDB0000883,C00183,6287,Pos Early
F567,400,1504,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,NAMED,PVNIIMVLHYAWGP-UHFFFAOYSA-N,OC(C1=CC=CN=C1)=O,nicotinate,59-67-6,913,HMDB0001488,C00253,938,Pos Early
F568,400,2150,Cofactors and Vitamins,Vitamin B6 Metabolism,NAMED,NHZMQXZHNVQTQA-UHFFFAOYSA-N,NCC(C(O)=C(C)N=C1)=C1CO,pyridoxamine,58052-48-5,1023,HMDB0001431,C00534,1052,Pos Early
F572,305,48152,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",NAMED,WQZGKKKJIJFFOK-DVKNGEFBSA-N,O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,glucose,50-99-7,71358,HMDB0000122,C00031,5793,Polar
F798,400,555,Nucleotide,"Purine Metabolism, Adenine containing",NAMED,OIRDTQYFTABQOQ-KQYNXXCUSA-N,NC1=NC=NC2=C1N=CN2[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](CO)([H])O3,adenosine,58-61-7,54923,HMDB0000050,C00212,60961,Pos Early
F799,400,3141,Amino Acid,"Glycine, Serine and Threonine Metabolism",NAMED,KWIUHFFTVRNATP-UHFFFAOYSA-N,O=C(C[N+](C)(C)C)[O-],betaine,107-43-7,"19,951,173,242",HMDB0000043,C00719,247,Pos Early
F800,400,1868,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",NAMED,XUJNEKJLAYXESH-REOHCLBHSA-N,SC[C@H](N)C(O)=O,cysteine,"56-89-3,52-90-4",5653,HMDB0000574,C00097,5862,Pos Early
F803,305,48153,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",NAMED,WQZGKKKJIJFFOK-DXQLJALPSA-N,O[C@@H]1C(CO)O[C@@H](O)[C@@H](O)[C@H]1O,mannose,3458-28-4,141983,HMDB0000169,"C00159,C02209,C00936","8,230,843,968,018,560,000,000",Polar
F806,400,5086,Amino Acid,"Glycine, Serine and Threonine Metabolism",NAMED,FFDGPVCHZBVARC-UHFFFAOYSA-N,CN(C)CC(O)=O,dimethylglycine,1118-68-9,653,HMDB0000092,C03626,673,Pos Early
