FeatureID,LIB_ID,COMP_ID,SUPER_PATHWAY,SUB_PATHWAY,TYPE,INCHIKEY,SMILES,CHEMICAL_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PUBCHEM,PLATFORM
F100001851,305,37076,Amino Acid,"Glycine, Serine and Threonine Metabolism",NAMED,JJIHLJJYMXLCOY-BYPYZUCNSA-N,OC[C@@H](C(O)=O)NC(C)=O,N-acetylserine,97-14-3,58744,HMDB0002931,,65249,Polar
F100001869,402,42450,Lipid,Phosphatidylcholine (PC),NAMED,PSVRFUPOQYJOOZ-QNPWAGBNSA-N,C[N+](C)(CCOP([O-])(OC[C@@]([H])(COC(CCCCCCCCCCCCCCCCC)=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)=O)C,1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),35418-59-8,17347139,HMDB0008048,,16219824,Pos Late
F100001870,402,42449,Lipid,Phosphatidylethanolamine (PE),NAMED,HBZNVZIRJWODIB-NHCUFCNUSA-N,O=C(CCCCCCC/C=C\C/C=C\CCCCC)O[C@@H](COP(OCCN)(O)=O)COC(CCCCCCCCCCCCCCC)=O,1-palmitoyl-2-linoleoyl-GPE (16:0/18:2),,7825697,HMDB0005322,,9546747,Pos Late
F100001882,402,52234,Lipid,Hexosylceramides (HCER),NAMED,YMYQEDCYNANIPI-OQRGLTFYSA-N,OC1C(CO)OC(OC[C@H](NC(CCCCCCCCCCCCCCCCC)=O)[C@H](O)/C=C/CCCCCCCCCCCCC)C(O)C1O,glycosyl-N-stearoyl-sphingosine (d18:1/18:0),,,,,,Pos Late
F100001890,400,37093,Peptide,Dipeptide,NAMED,RDIKFPRVLJLMER-UHFFFAOYSA-N,NC(C)C(NC(CC(C)C)C(O)=O)=O,alanylleucine,1638-60-4,227831,HMDB0028691,,259583,Pos Early
F100001919,209,37091,Xenobiotics,Food Component/Plant,NAMED,JMSVCTWVEWCHDZ-UHFFFAOYSA-N,O=C(C1=CC(OC)=C(O)C(OC)=C1)O,syringic acid,530-57-4,10289,HMDB0002085,C10833,10742,Neg
F100001940,400,37434,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",NAMED,RYVNIFSIEDRLSJ-UHFFFAOYSA-N,NC1=NC(NC=C1CO)=O,5-hydroxymethylcytosine,1123-95-1,63916,,,70751,Pos Early
F100001950,402,32586,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,NAMED,BPYKTIZUTYGOLE-VVCLLGATSA-N,CC(C(N/1)=O)=C(C=C)C1=C/C2=C(C)C(CCC(O)=O)=C(CC3=C(CCC(O)=O)C(C)=C(/C=C4NC(C(C=C)=C\4C)=O)N3)N2,"bilirubin (E,E)*",,4474753,HMDB0240584,,129320511,Pos Late
F100001956,400,37431,Amino Acid,Urea cycle; Arginine and Proline Metabolism,NAMED,CWLQUGTUXBXTLF-UHFFFAOYSA-N,O=C(O)C1N(C)CCC1,N-methylproline,475-11-6,541,HMDB0094696,,643474,Pos Early
F100001977,402,57591,Cofactors and Vitamins,Vitamin A Metabolism,NAMED,DMASLKHVQRHNES-QQGJMDNJSA-N,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CC(O)C1,beta-cryptoxanthin,472-70-8,4904571,HMDB0033844,C08591,5281235,Pos Late
F100001979,402,37502,Cofactors and Vitamins,Tocopherol Metabolism,NAMED,RZFHLOLGZPDCHJ-XZXLULOTSA-N,OC1=C(C)C(C)=C(O[C@@](CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/C)(C)CC2)C2=C1C,alpha-tocotrienol,58864-81-6,4445512,HMDB0006327,C14153,5282347,Pos Late
F100001981,402,37501,Cofactors and Vitamins,Tocopherol Metabolism,NAMED,OTXNTMVVOOBZCV-WAZJVIJMSA-N,OC1=C(C)C(C)=C(O[C@@](CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/C)(C)CC2)C2=C1,gamma-tocotrienol,14101-61-2,4445514,HMDB0012958,C14155,5282349,Pos Late
F100001990,209,32807,Lipid,Secondary Bile Acid Metabolism,NAMED,OEDITLKCLMKBOM-UHFFFAOYSA-N,O=S(OC1CCC2(C)C(CCC3C2CCC4(C)C3CCC4C(CCC(NCCS(=O)(O)=O)=O)C)=C1)(O)=O,taurocholenate sulfate*,,,,,,Neg
F100001993,209,32562,Lipid,Pregnenolone Steroids,NAMED,RKYCGXFEFAPXIP-BWUXAKENSA-N,C[C@@]12C(CCC3C2CC[C@@]4(C)C3CCC4C(OS(=O)(O)=O)C)=CC(OS(=O)(O)=O)CC1,pregnenediol disulfate (C21H34O8S2)*,,,,,,Neg
F100002010,209,37197,Lipid,Progestin Steroids,NAMED,ZIVKBPVUJZDVBI-QVJYZEJASA-N,C[C@@]12[C@](CCC3C2CC[C@@]4(C)C3CCC4[C@@](C)([H])O)([H])C[C@@H](OS(=O)(O)=O)CC1,"5alpha-pregnan-3beta,20beta-diol monosulfate (2)",,,,,,Neg
F100002015,209,46172,Lipid,Progestin Steroids,NAMED,LSQGWMYMIHQKSA-UHFFFAOYSA-N,CC(OS(=O)(O)=O)C1CCC2C3CCC4CC(OS(=O)(O)=O)CCC4(C)C3CCC21C,5alpha-pregnan-diol disulfate,,4302261,"HMDB0240581,HMDB0240582",,"30,822,775,127,902",Neg
F100002016,209,37201,Lipid,Progestin Steroids,NAMED,LSQGWMYMIHQKSA-JVBFLMSSSA-N,C[C@@]12[C@](CCC3C2CC[C@@]4(C)C3CCC4C(C)OS(=O)(O)=O)([H])C[C@H](OS(=O)(O)=O)CC1,"5alpha-pregnan-3alpha,20beta-diol disulfate",,,,,,Neg
F100002035,209,37480,Lipid,Progestin Steroids,NAMED,MENQCIVHHONJLU-PSLKZVIBSA-N,C[C@@]12C(CCC2C(C)=O)C3CC[C@@]4([H])C[C@@H](OS(=O)(O)=O)CC[C@]4(C)C3CC1,"5alpha-pregnan-3beta-ol,20-one sulfate",7730-00-9,,,,,Neg
F100002051,209,37442,Xenobiotics,Food Component/Plant,NAMED,MWOOGOJBHIARFG-UHFFFAOYSA-N,COC1=CC(C([H])=O)=CC=C1O,vanillin,121-33-5,13860434,HMDB0012308,C00755,1183,Neg
F100002070,400,37253,Lipid,"Fatty Acid, Dicarboxylate",NAMED,HWXBTNAVRSUOJR-UHFFFAOYSA-N,O=C(O)CCC(O)C(O)=O,2-hydroxyglutarate,40951-21-1,42,HMDB0059655,C02630,43,Pos Early
F100002082,400,37426,Amino Acid,Urea cycle; Arginine and Proline Metabolism,NAMED,SNDPXSYFESPGGJ-UHFFFAOYSA-N,NC(CCC)C(O)=O,norvaline,760-78-1,801,HMDB0013716,C01826,824,Pos Early
F100002094,209,44876,Cofactors and Vitamins,Tocopherol Metabolism,NAMED,VMJQLPNCUPGMNQ-UHFFFAOYSA-N,OC1=C(C)C(C)=C(OC(C)(CCC(O)=O)CC2)C2=C1,gamma-CEHC,178167-75-4,117455,HMDB0001931,,133098,Neg
F100002102,305,37432,Nucleotide,"Pyrimidine Metabolism, Uracil containing",NAMED,LJLLAWRMBZNPMO-UHFFFAOYSA-N,CC(NCCC(O)=O)=O,N-acetyl-beta-alanine,3025-95-4,68881,HMDB0061880,C01073,76406,Polar
F100002107,402,37506,Lipid,Sphingomyelins,NAMED,RWKUXQNLWDTSLO-GWQJGLRPSA-N,CCCCCCCCCCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O,palmitoyl sphingomyelin (d18:1/16:0),6254-89-3,8115562,HMDB0010169,,9939941,Pos Late
F100002109,305,37284,Xenobiotics,Food Component/Plant,NAMED,OWEGMIWEEQEYGQ-UCFFOQEWSA-N,O[C@H]1[C@H](O)[C@@H](CO)O[C@H](OC[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O[C@@H]3[C@@H](CO)OC(O)[C@H](O)[C@H]3O)O2)[C@@H]1O,panose,33401-87-5,,HMDB0029937,C00713,94448,Polar
F100002113,400,37443,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",NAMED,ADVPTQAUNPRNPO-UHFFFAOYSA-N,O=C(C(CS(O)=O)N)O,cysteine sulfinic acid,207121-48-0,107,HMDB0000996,C00606,109,Pos Early
F100002125,209,38167,Lipid,Androgenic Steroids,NAMED,CYOKWIRWUPICBO-RHSBWSHKSA-N,O=C1CCC([C@]1(C)C2)C3CC[C@]4([H])C[C@H](OS(=O)(O)=O)CC[C@]4(C)C3C2=O,11-ketoetiocholanolone sulfate,,,,,,Neg
F100002129,209,38170,Lipid,Pregnenolone Steroids,NAMED,DIJBBUIOWGGQOP-QGVNFLHTSA-N,C[C@]12CC[C@H](OS(=O)(O)=O)CC1=CC[C@@]3([H])[C@]4([H])CC[C@H]([C@](C)=O)[C@](C)4CC[C@]23[H],pregnenolone sulfate,1247-64-9,94802,HMDB0000774,C18044,105074,Neg
F100002144,209,38105,Xenobiotics,Food Component/Plant,NAMED,PUETUDUXMCLALY-HOTGVXAUSA-N,OC1=CC=C(C[C@@H](CO)[C@H](CO)CC2=CC=C(O)C(OC)=C2)C=C1OC,secoisolariciresinol,29388-59-8,58845,HMDB0013692,C18167,65373,Neg
F100002171,209,37419,Lipid,Lysophospholipid,NAMED,RVNBVQKDPQVSOY-NRFANRHFSA-N,O=P(OCCN)(O)OC[C@@H](O)COC(CCCCCCCCCCCCCCCC)=O,1-margaroyl-GPE (17:0)*,,,HMDB0061691,,52925149,Neg
F100002196,209,37752,Lipid,"Fatty Acid, Monohydroxy",NAMED,HNICUWMFWZBIFP-IRQZEAMPSA-N,OC(CCCCCCC/C=C\C=C\[C@H](CCCCC)O)=O,13-HODE + 9-HODE,,,"HMDB0004670,HMDB0004667","C14767,C14762","53,128,305,282,945,100,000,000,000,000,000",Neg
F100002199,209,62919,Lipid,"Fatty Acid, Dicarboxylate",NAMED,LGDMAFABHAIORE-DUXPYHPUSA-N,O=C(O)CCCCCC/C=C/CCCC(O)=O,tridecenedioate (C13:1-DC)*,,,,,,Neg
F100002204,400,43256,Amino Acid,Histidine Metabolism,NAMED,FKTXRTPBUWLETL-UHFFFAOYSA-N,O=C(O)C(NC(C)=O)CC1=CN=CN1C,N-acetyl-3-methylhistidine*,37841-04-6,19993498,HMDB0240341,,193270,Pos Early
F100002206,209,48188,Cofactors and Vitamins,Tocopherol Metabolism,NAMED,AXODOWFEFKOVSH-UHFFFAOYSA-N,OC1=C(C)C(C)=C(OC(C)(CCC(O)=O)CC2)C2=C1C,alpha-CEHC,4072-32-6,8119154,HMDB0001518,,9943542,Neg
F100002227,402,38125,Lipid,Sterol,NAMED,NYOXRYYXRWJDKP-UHFFFAOYSA-N,CC12C(CCC3C2CCC4(C)C3CCC4C(CCCC(C)C)C)=CC(CC1)=O,4-cholesten-3-one,601-57-0,427,HMDB0000921,C00599,91477,Pos Late
F100002249,400,43530,Amino Acid,Lysine Metabolism,NAMED,RMOIHHAKNOFHOE-UHFFFAOYSA-N,O=C(C)NCCCCCN,N-acetyl-cadaverine,32343-73-0,,HMDB0002284,,10374713,Pos Early
F100002253,209,38637,Xenobiotics,Food Component/Plant,NAMED,YAADMLWHGMUGQL-VOTSOKGWSA-N,O=C(NCC(O)=O)/C=C/C1=CC=CC=C1,cinnamoylglycine,16534-24-0,618829,HMDB0011621,,709625,Neg
F100002254,402,38625,Lipid,Endocannabinoid,NAMED,OTGQIQQTPXJQRG-UHFFFAOYSA-N,OCCNC(CCCCCCCCCCCCCCCCC)=O,stearoyl ethanolamide,111-57-9,25958,HMDB0013078,,27902,Pos Late
F100002284,305,62950,Lipid,"Fatty Acid, Dihydroxy",NAMED,LOUGYXZSURQALL-GBXIJSLDSA-N,C[C@@H](O)[C@H](O)C(O)=O,"2S,3R-dihydroxybutyrate",5057-93-2,9139682,HMDB0002453,,10964471,Polar
F100002285,305,62951,Lipid,"Fatty Acid, Dihydroxy",NAMED,UFYGCFHQAXXBCF-UHFFFAOYSA-N,OCCC(O)C(O)=O,"2,4-dihydroxybutyrate",1518-62-3,167259,HMDB0000360,,192742,Polar
F100002300,400,38159,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",NAMED,LUCHPKXVUGJYGU-XLPZGREQSA-N,O[C@H]1C[C@H](N2C=C(C)C(N)=NC2=O)O[C@@H]1CO,5-methyl-2'-deoxycytidine,838-07-3,389065,HMDB0002224,C03592,440055,Pos Early
F100002313,209,38286,Xenobiotics,Food Component/Plant,NAMED,MIJYXULNPSFWEK-GTOFXWBISA-N,C[C@@]1(C)CC[C@]2([C@](O)=O)CC[C@@]3(C)[C@]4(C)CC[C@@]5([H])[C@](C)(C)[C@@H](O)CC[C@]5(C)[C@@]4([H])CC=C3[C@]2([H])C1,oleanolate,508-02-1,10062,HMDB0002364,C17148,10494,Neg
F100002324,400,47897,Xenobiotics,Drug - Other,NAMED,GBFLZEXEOZUWRN-UHFFFAOYSA-N,OC(CSCC(N)C(O)=O)=O,S-carboxymethyl-cysteine,638-23-3,1050,HMDB0029415,C03727,193653,Pos Early
F100002328,402,38288,Cofactors and Vitamins,Tocopherol Metabolism,NAMED,ZAKOWWREFLAJOT-UHFFFAOYSA-N,CC(OC1=C(C)C(C)=C(OC(C)(CCCC(C)CCCC(C)CCCC(C)C)CC2)C2=C1C)=O,alpha-tocopherol acetate,7695-31-2,2033,HMDB0034227,C13202,2117,Pos Late
F100002344,209,38293,Lipid,"Fatty Acid, Branched",NAMED,ZOCYQVNGROEVLU-UHFFFAOYSA-N,CC(C)CCCCCCCCCCCC(O)=O,(12 or 13)-methylmyristate (a15:0 or i15:0),2485-71-4,133106,HMDB0061707,,151014,Neg
F100002356,209,38296,Lipid,"Fatty Acid, Branched",NAMED,YETXGSGCWODRAA-UHFFFAOYSA-N,OC(CCCCCCCCCCCCCCCC(C)C)=O,(16 or 17)-methylstearate (a19:0 or i19:0),2724-59-6,2340933,HMDB0037397,,3083779,Neg
F100002367,305,63109,Lipid,"Fatty Acid, Dihydroxy",NAMED,LOUGYXZSURQALL-PWNYCUMCSA-N,OC([C@H](O)[C@H](O)C)=O,"2R,3R-dihydroxybutyrate",759-06-8,17215960,HMDB0000498,,13120901,Polar
F100002382,400,38109,Xenobiotics,Food Component/Plant,NAMED,CDAWCLOXVUBKRW-UHFFFAOYSA-N,NC1=CC=CC=C1O,2-aminophenol,95-55-6,5596,,C01987,5801,Pos Early
F100002385,209,40464,Xenobiotics,Food Component/Plant,NAMED,LISFMEBWQUVKPJ-UHFFFAOYSA-N,O=C1C=CC2=CC=CC=C2N1,2-hydroxyquinoline,59-31-4,5816,,C06338,6038,Neg
F100002398,400,38183,Xenobiotics,Food Component/Plant,NAMED,NQRYJNQNLNOLGT-UHFFFAOYSA-N,C1CNCCC1,piperidine,110-89-4,7791,HMDB0034301,C01746,8082,Pos Early
F100002417,305,38276,Xenobiotics,Food Component/Plant,NAMED,JTEYKUFKXGDTEU-UHFFFAOYSA-N,OC(C(O)C(C)(O)C)=O,"2,3-dihydroxyisovalerate",1756-18-9,657,HMDB0012141,C04039,677,Polar
F100002458,305,57747,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",NAMED,WKRBKYFIJPGYQC-DUXPYHPUSA-N,OC(C/C(C)=C/C(O)=O)=O,3-methylglutaconate,5746-90-7,1267861,HMDB0000522,,1551553,Polar
F100002462,400,43582,Amino Acid,Lysine Metabolism,NAMED,OWGKYELXGFKIHH-MYLOADSESA-N,O[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO)OC1OC(CCC(N)C(O)=O)CN,5-(galactosylhydroxy)-lysine,32448-36-5,,,,66995551,Pos Early
F100002488,209,57577,Lipid,Secondary Bile Acid Metabolism,NAMED,RUDATBOHQWOJDD-DNMBCGTGSA-N,O=C(O)CC[C@@H](C)[C@H]1CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@@]21C,isoursodeoxycholate,78919-26-3,113205,HMDB0000686,C17662,127601,Neg
F100002500,400,43493,Amino Acid,Histidine Metabolism,NAMED,NRXIKWMTVXPVEF-BYPYZUCNSA-N,OC([C@@H](NC=N)CCC(O)=O)=O,formiminoglutamate,816-90-0,388370,HMDB0000854,C00439,439233,Pos Early
F100002514,305,40473,Amino Acid,Histidine Metabolism,NAMED,VWFWNXQAMGDPGG-UHFFFAOYSA-N,O=C1NC(C(CCC(O)=O)N1)=O,hydantoin-5-propionate,5624-26-0,761,HMDB0001212,C05565,782,Polar
F100002528,209,46960,Xenobiotics,Chemical,NAMED,QAOWNCQODCNURD-UHFFFAOYSA-N,OS(O)(=O)=O,sulfate*,14808-79-8,1086,HMDB01448,C00059,5152822,Neg
F100002530,402,57561,Lipid,Sterol,NAMED,RIVQQZVHIVNQFH-XJZYBRFWSA-N,O[C@@H]1CC[C@@]2(C)[C@@](C[C@@H](O)[C@]3([H])[C@]2([H])C[C@H](O)[C@@]4(C)[C@@]3([H])CC[C@]4([H])[C@H](C)CCCC(C)C)([H])C1,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestane",547-96-6,141053,HMDB0001457,C05454,160520,Pos Late
F100002557,209,40006,Amino Acid,Creatine Metabolism,NAMED,RHYBFKMFHLPQPH-UHFFFAOYSA-N,O=C(NC1=O)N(C1)C,N-methylhydantoin,616-04-6,62430,HMDB0003646,C02565,69217,Neg
F100002568,209,40173,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,NAMED,TYOWQSLRVAUSMI-WKULSOCRSA-N,OC(CCC1=C(C(CC(C(C2C)CC)NC2=O)=N/C1=C/C(NC(CC(C(C3CC)C)NC3=O)=C4C)=C4CCC(O)=O)C)=O,L-urobilin,34217-90-8,4444369,HMDB0240259,C05793,5280818,Neg
F100002569,402,40084,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,NAMED,DOKCNDVEPDZOJQ-MBTHVWNTSA-N,OC(CCC1=C(C(CC(C(C)=C2C=C)NC2=O)=N\C1=C/C(NC(CC(C(CC)=C3C)NC3=O)=C4C)=C4CCC(O)=O)C)=O,D-urobilin,3947-38-4,,HMDB04161,C05795,5280820,Pos Late
F100002613,209,63061,Cofactors and Vitamins,Pantothenate and CoA Metabolism,NAMED,OTOIIPJYVQJATP-BYPYZUCNSA-N,OC([C@H](O)C(C)(C)CO)=O,pantoate,470-29-1,388387,HMDB0240389,C00522,5289105,Neg
F100002619,305,53237,Carbohydrate,Pentose Metabolism,NAMED,HSNZZMHEPUFJNZ-SHUUEZRQSA-N,OCC([C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO)=O,sedoheptulose,3019-74-7,4573620,HMDB0003219,C02076,5459879,Polar
F100002744,400,38672,Nucleotide,"Purine Metabolism, Guanine containing",NAMED,CLGFIVUFZRGQRP-UHFFFAOYSA-N,NC1=NC(NC(N2)=O)=C2C(N1)=O,8-hydroxyguanine,5614-64-2,58661,HMDB0002032,C20155,135420630,Pos Early
F100002745,400,52353,Peptide,Dipeptide,NAMED,NAKUGCPAQTUSBE-IUCAKERBSA-N,O=C([C@H](CC1=CN=CN1)NC2=O)N3[C@@]2([H])CCC3,cyclo(his-pro),53109-32-3,395717,HMDB0002053,,"44,909,465,137",Pos Early
F100002749,400,39592,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",NAMED,IDIDJDIHTAOVLG-VKHMYHEASA-N,OC([C@H](CSC)N)=O,S-methylcysteine,1187-84-4,22826,HMDB0002108,,"24,417,705,817,488,100",Pos Early
F100002769,400,57461,Amino Acid,Urea cycle; Arginine and Proline Metabolism,NAMED,BMFMQGXDDJALKQ-BYPYZUCNSA-N,N=C(N)NCCC[C@H](O)C(O)=O,argininate*,157-07-3,140984,HMDB0003148,,160437,Pos Early
F100002773,402,39788,Xenobiotics,Food Component/Plant,NAMED,JVKYZPBMZPJNAJ-OQFNDJACSA-N,O[C@H](C1)CC[C@@]2(C)C1=CC[C@]3([H])[C@]2([H])CC[C@@]4(C)[C@@]3([H])C[C@@]5([H])[C@]4([H])[C@H](C)[C@]6([H])N5C[C@@H](C)CC6,solanidine,80-78-4,59150,HMDB0003236,C06543,65727,Pos Late
F100002806,209,38686,Xenobiotics,Drug - Neurological,NAMED,UGJMXCAKCUNAIE-UHFFFAOYSA-N,NCC1(CCCCC1)CC(O)=O,gabapentin,60142-96-3,3328,HMDB0005015,D00332,3446,Neg
F100002868,402,39792,Lipid,Lysophospholipid,NAMED,UIINDYGXBHJQHX-GDLZYMKVSA-N,CCCCCCCCCCCCCCCCCCCCCC(OC[C@H](COP([O-])(OCC[N+](C)(C)C)=O)O)=O,1-behenoyl-GPC (22:0),125146-65-8,,HMDB0010398,,24779479,Pos Late
F100002887,209,39611,Xenobiotics,Food Component/Plant,NAMED,SBHXYTNGIZCORC-UHFFFAOYSA-N,OC1=CC(C2CC(C3=C(O)C=C(O)C=C3O2)=O)=CC=C1O,eriodictyol,552-58-9,10624,HMDB0005810,C05631,440735,Neg
F100002910,400,62946,Amino Acid,Histidine Metabolism,NAMED,UJCGYTCAMOHYCG-UHFFFAOYSA-N,O=C(O)CC1=CN=CN1C,1-methyl-5-imidazoleacetate,4200-48-0,4954265,HMDB04988,,6451814,Pos Early
F100002912,209,39378,Lipid,Secondary Bile Acid Metabolism,NAMED,BHTRKEVKTKCXOH-BWIGJTJCSA-N,O=C(NCCS(=O)(O)=O)CC[C@@H](C)C1CC[C@@]2([H])[C@]3([H])[C@@H](O)CC4C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@@]21C,tauroursodeoxycholate,14605-22-2,24539842,HMDB0000874,,9848818,Neg
F100002913,209,57573,Lipid,Secondary Bile Acid Metabolism,NAMED,BHQCQFFYRZLCQQ-QQODLWJBSA-N,C[C@@]12[C@](CCC2[C@H](C)CCC(O)=O)([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@@H]1O,ursocholate,2955-27-3,,HMDB0000917,C17644,122340,Neg
F100002914,209,39587,Xenobiotics,Benzoate Metabolism,NAMED,NMHMNPHRMNGLLB-UHFFFAOYSA-N,OC1=CC=C(CCC(O)=O)C=C1,3-(4-hydroxyphenyl)propionate,501-97-3,9965,HMDB0002199,C01744,10394,Neg
F100002945,209,38768,Lipid,"Fatty Acid, Branched",NAMED,IIUXHTGBZYEGHI-UHFFFAOYSA-N,CC(CCCCCCCCCCCCCC(O)=O)C,(14 or 15)-methylpalmitate (a17:0 or i17:0),,,HMDB0061859,C16995,"818,117,903,417",Neg
F100002959,209,40474,Xenobiotics,Food Component/Plant,NAMED,SCZVLDHREVKTSH-UHFFFAOYSA-N,O=C1C2=C(O)C=C(O)C=C2OC(C3=CC(OC)=C(O)C=C3)=C1,chrysoeriol (3'-O-methylluteolin),491-71-4,4444263,HMDB0030667,C04293,5280666,Neg
F100002989,402,46798,Lipid,Diacylglycerol,NAMED,BLZVZPYMHLXLHG-RQOIEFAZSA-N,CCCCCCCC/C=C\CCCCCCCC(OCC(CO)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)=O,oleoyl-linoleoyl-glycerol (18:1/18:2) [1],106292-55-1,23975985,HMDB0007219,,14275396,Pos Late
F100002990,402,46799,Lipid,Diacylglycerol,NAMED,GREDRAMJRDQWEJ-LTEAFHAISA-N,CCCCCCCC/C=C\CCCCCCCC(OCC(COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)O)=O,oleoyl-linoleoyl-glycerol (18:1/18:2) [2],104346-53-4,29788004,HMDB0007219,,71433693,Pos Late
F100003000,402,39270,Lipid,Lysoplasmalogen,NAMED,QYTPGOPLNFESQC-RLHAVTDZSA-N,O=P(OCC[NH3+])([O-])OC[C@H](O)CO/C=C/CCCCCCCCCCCCCC,1-(1-enyl-palmitoyl)-GPE (P-16:0)*,,10471193,HMDB0011152,,,Pos Late
F100003001,402,39271,Lipid,Lysoplasmalogen,NAMED,KACDZDULGKPXHT-BIHRDVDLSA-N,O=P(OCC[NH3+])([O-])OC[C@H](O)CO/C=C/CCCCCCCCCCCCCCCC,1-(1-enyl-stearoyl)-GPE (P-18:0)*,,,HMDB0240598,,,Pos Late
F100003070,209,39626,Xenobiotics,Food Component/Plant,NAMED,HVDGDHBAMCBBLR-WMLDXEAASA-N,O=C1OC[C@H](CC2=CC(O)=CC=C2)[C@H]1CC3=CC(O)=CC=C3,enterolactone,78473-71-9,8860823,HMDB0006101,C18165,114739,Neg
F100003072,209,39630,Xenobiotics,Food Component/Plant,NAMED,DWONJCNDULPHLV-UHFFFAOYSA-N,OCC(CC1=CC(O)=CC=C1)C(CO)CC2=CC(O)=CC=C2,enterodiol,80226-00-2,110294,HMDB0005056,C18166,123725,Neg
F100003109,209,40479,Xenobiotics,Food Component/Plant,NAMED,ILGMGHZPXRDCCS-UHFFFAOYSA-N,O=C(NC1=C2C=CC=C1)C2CC(O)=O,2-oxindole-3-acetate,2971-31-5,2338343,HMDB0035514,,3080590,Neg
F100003119,209,39732,Lipid,Endocannabinoid,NAMED,KOGRJTUIKPMZEJ-KTKRTIGZSA-N,O=C(CCCCCCC/C=C\CCCCCCCC)NCCS(O)(=O)=O,N-oleoyltaurine,52514-04-2,4941625,,,6437033,Neg
F100003151,402,46223,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",NAMED,MJLXQSQYKZWZCB-DQFWFXSYSA-N,[O-]C(C[C@H](C[N+](C)(C)C)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)=O,linoleoylcarnitine (C18:2)*,36816-10-1,4952667,HMDB0006469,,6450015,Pos Late
F100003160,400,42994,Peptide,Dipeptide,NAMED,ARPVSMCNIDAQBO-UHFFFAOYSA-N,OC(C(NC(C(N)CCC(N)=O)=O)CC(C)C)=O,glutaminylleucine,,,HMDB0028801,,44232492,Pos Early
F100003169,209,40008,Peptide,Dipeptide,NAMED,UCGDDTHMMVWVMV-UHFFFAOYSA-N,O=C(C(C(CC)C)N)NCC(O)=O,isoleucylglycine,868-28-0,303621,HMDB0028907,,342532,Neg
F100003179,400,40010,Peptide,Dipeptide,NAMED,HSQGMTRYSIHDAC-UHFFFAOYSA-N,O=C(C(CC(C)C)N)NC(C)C(O)=O,leucylalanine,7298-84-2,227625,HMDB0028922,,81721,Pos Early
F100003183,400,48189,Peptide,Dipeptide,NAMED,JYOAXOMPIXKMKK-UHFFFAOYSA-N,O=C(C(CC(C)C)N)NC(CCC(N)=O)C(O)=O,leucylglutamine*,,3511125,HMDB0028927,,4305457,Pos Early
F100003185,400,40045,Peptide,Dipeptide,NAMED,LESXFEZIFXFIQR-UHFFFAOYSA-N,O=C(C(CC(C)C)N)NCC(O)=O,leucylglycine,686-50-0,71402,HMDB0028929,,79070,Pos Early
F100003196,400,40020,Peptide,Dipeptide,NAMED,ATIPDCIQTUXABX-UHFFFAOYSA-N,O=C(C(CCCCN)N)NC(CC(C)C)C(O)=O,lysylleucine,7369-79-1,3870665,HMDB0028955,,4682588,Pos Early
F100003210,400,39994,Peptide,Dipeptide,NAMED,XCTHZFGSVQBHBW-UHFFFAOYSA-N,O=C(C(C(C)C)N)NC(CC(C)C)C(O)=O,valylleucine,22906-55-4,312586,HMDB0029131,,352039,Pos Early
F100003235,209,40011,Xenobiotics,Food Component/Plant,NAMED,YCVPRTHEGLPYPB-VOTSOKGWSA-N,OC1=CC(/C=C/C2=CC=CC=C2)=CC(O)=C1,pinosylvin,22139-77-1,4444110,,C01745,5280457,Neg
