Analysis,CatID,GroupCode,_Imputation_,SDF1_Observed,SDF1
Group-only PMM,14,C,22,1387.6,1387.6
Group-only PMM,28,C,22,356.3,356.3
Group-only PMM,12,C,22,762.73,762.73
Group-only PMM,15,C,22,1318.05,1318.05
Group-only PMM,29,C,22,518.66,518.66
Group-only PMM,27,D,22,,1412.35
Group-only PMM,21,D,22,942.41,942.41
Group-only PMM,25,C,22,1076.91,1076.91
Group-only PMM,13,C,22,693.81,693.81
Group-only PMM,9,C,22,730.21,730.21
Group-only PMM,3,D,22,410.73,410.73
Group-only PMM,24,D,22,1793.84,1793.84
Group-only PMM,8,C,22,,400.74
Group-only PMM,6,C,22,59.34,59.34
Group-only PMM,11,C,22,745.5,745.5
Group-only PMM,2,D,22,1794.45,1794.45
Group-only PMM,7,C,22,547.82,547.82
Group-only PMM,1,C,22,617.83,617.83
Group-only PMM,10,C,22,59.34,59.34
Group-only PMM,23,C,22,452.94,452.94
Group-only PMM,16,C,22,173.83,173.83
Group-only PMM,20,C,22,908.79,908.79
Group-only PMM,18,D,23,686.49,686.49
Group-only PMM,4,C,23,1041.31,1041.31
Group-only PMM,19,D,23,1412.35,1412.35
Group-only PMM,26,D,23,1205.1,1205.1
Group-only PMM,17,C,23,253.24,253.24
Group-only PMM,22,C,23,400.74,400.74
Group-only PMM,5,C,23,708.48,708.48
Group-only PMM,14,C,23,1387.6,1387.6
Group-only PMM,28,C,23,356.3,356.3
Group-only PMM,12,C,23,762.73,762.73
Group-only PMM,15,C,23,1318.05,1318.05
Group-only PMM,29,C,23,518.66,518.66
Group-only PMM,27,D,23,,1205.1
Group-only PMM,21,D,23,942.41,942.41
Group-only PMM,25,C,23,1076.91,1076.91
Group-only PMM,13,C,23,693.81,693.81
Group-only PMM,9,C,23,730.21,730.21
Group-only PMM,3,D,23,410.73,410.73
Group-only PMM,24,D,23,1793.84,1793.84
Group-only PMM,8,C,23,,253.24
Group-only PMM,6,C,23,59.34,59.34
Group-only PMM,11,C,23,745.5,745.5
Group-only PMM,2,D,23,1794.45,1794.45
Group-only PMM,7,C,23,547.82,547.82
Group-only PMM,1,C,23,617.83,617.83
Group-only PMM,10,C,23,59.34,59.34
Group-only PMM,23,C,23,452.94,452.94
Group-only PMM,16,C,23,173.83,173.83
Group-only PMM,20,C,23,908.79,908.79
Group-only PMM,18,D,24,686.49,686.49
Group-only PMM,4,C,24,1041.31,1041.31
Group-only PMM,19,D,24,1412.35,1412.35
Group-only PMM,26,D,24,1205.1,1205.1
Group-only PMM,17,C,24,253.24,253.24
Group-only PMM,22,C,24,400.74,400.74
Group-only PMM,5,C,24,708.48,708.48
Group-only PMM,14,C,24,1387.6,1387.6
Group-only PMM,28,C,24,356.3,356.3
Group-only PMM,12,C,24,762.73,762.73
Group-only PMM,15,C,24,1318.05,1318.05
Group-only PMM,29,C,24,518.66,518.66
Group-only PMM,27,D,24,,1205.1
Group-only PMM,21,D,24,942.41,942.41
Group-only PMM,25,C,24,1076.91,1076.91
Group-only PMM,13,C,24,693.81,693.81
Group-only PMM,9,C,24,730.21,730.21
Group-only PMM,3,D,24,410.73,410.73
Group-only PMM,24,D,24,1793.84,1793.84
Group-only PMM,8,C,24,,253.24
Group-only PMM,6,C,24,59.34,59.34
Group-only PMM,11,C,24,745.5,745.5
Group-only PMM,2,D,24,1794.45,1794.45
Group-only PMM,7,C,24,547.82,547.82
Group-only PMM,1,C,24,617.83,617.83
Group-only PMM,10,C,24,59.34,59.34
Group-only PMM,23,C,24,452.94,452.94
Group-only PMM,16,C,24,173.83,173.83
Group-only PMM,20,C,24,908.79,908.79
Group-only PMM,18,D,25,686.49,686.49
Group-only PMM,4,C,25,1041.31,1041.31
Group-only PMM,19,D,25,1412.35,1412.35
Group-only PMM,26,D,25,1205.1,1205.1
Group-only PMM,17,C,25,253.24,253.24
Group-only PMM,22,C,25,400.74,400.74
Group-only PMM,5,C,25,708.48,708.48
Group-only PMM,14,C,25,1387.6,1387.6
Group-only PMM,28,C,25,356.3,356.3
Group-only PMM,12,C,25,762.73,762.73
Group-only PMM,15,C,25,1318.05,1318.05
Group-only PMM,29,C,25,518.66,518.66
Group-only PMM,27,D,25,,686.49
Group-only PMM,21,D,25,942.41,942.41
Group-only PMM,25,C,25,1076.91,1076.91
Group-only PMM,13,C,25,693.81,693.81
Group-only PMM,9,C,25,730.21,730.21
Group-only PMM,3,D,25,410.73,410.73
Group-only PMM,24,D,25,1793.84,1793.84
Group-only PMM,8,C,25,,708.48
Group-only PMM,6,C,25,59.34,59.34
Group-only PMM,11,C,25,745.5,745.5
Group-only PMM,2,D,25,1794.45,1794.45
Group-only PMM,7,C,25,547.82,547.82
Group-only PMM,1,C,25,617.83,617.83
Group-only PMM,10,C,25,59.34,59.34
Group-only PMM,23,C,25,452.94,452.94
Group-only PMM,16,C,25,173.83,173.83
Group-only PMM,20,C,25,908.79,908.79
Group-only PMM,18,D,26,686.49,686.49
Group-only PMM,4,C,26,1041.31,1041.31
Group-only PMM,19,D,26,1412.35,1412.35
Group-only PMM,26,D,26,1205.1,1205.1
Group-only PMM,17,C,26,253.24,253.24
Group-only PMM,22,C,26,400.74,400.74
Group-only PMM,5,C,26,708.48,708.48
Group-only PMM,14,C,26,1387.6,1387.6
Group-only PMM,28,C,26,356.3,356.3
Group-only PMM,12,C,26,762.73,762.73
Group-only PMM,15,C,26,1318.05,1318.05
Group-only PMM,29,C,26,518.66,518.66
Group-only PMM,27,D,26,,410.73
Group-only PMM,21,D,26,942.41,942.41
Group-only PMM,25,C,26,1076.91,1076.91
Group-only PMM,13,C,26,693.81,693.81
Group-only PMM,9,C,26,730.21,730.21
Group-only PMM,3,D,26,410.73,410.73
Group-only PMM,24,D,26,1793.84,1793.84
Group-only PMM,8,C,26,,1387.6
Group-only PMM,6,C,26,59.34,59.34
Group-only PMM,11,C,26,745.5,745.5
Group-only PMM,2,D,26,1794.45,1794.45
Group-only PMM,7,C,26,547.82,547.82
Group-only PMM,1,C,26,617.83,617.83
Group-only PMM,10,C,26,59.34,59.34
Group-only PMM,23,C,26,452.94,452.94
Group-only PMM,16,C,26,173.83,173.83
Group-only PMM,20,C,26,908.79,908.79
Group-only PMM,18,D,27,686.49,686.49
Group-only PMM,4,C,27,1041.31,1041.31
Group-only PMM,19,D,27,1412.35,1412.35
Group-only PMM,26,D,27,1205.1,1205.1
Group-only PMM,17,C,27,253.24,253.24
Group-only PMM,22,C,27,400.74,400.74
Group-only PMM,5,C,27,708.48,708.48
Group-only PMM,14,C,27,1387.6,1387.6
Group-only PMM,28,C,27,356.3,356.3
Group-only PMM,12,C,27,762.73,762.73
Group-only PMM,15,C,27,1318.05,1318.05
Group-only PMM,29,C,27,518.66,518.66
Group-only PMM,27,D,27,,686.49
Group-only PMM,21,D,27,942.41,942.41
Group-only PMM,25,C,27,1076.91,1076.91
Group-only PMM,13,C,27,693.81,693.81
Group-only PMM,9,C,27,730.21,730.21
Group-only PMM,3,D,27,410.73,410.73
Group-only PMM,24,D,27,1793.84,1793.84
Group-only PMM,8,C,27,,400.74
Group-only PMM,6,C,27,59.34,59.34
Group-only PMM,11,C,27,745.5,745.5
Group-only PMM,2,D,27,1794.45,1794.45
Group-only PMM,7,C,27,547.82,547.82
Group-only PMM,1,C,27,617.83,617.83
Group-only PMM,10,C,27,59.34,59.34
Group-only PMM,23,C,27,452.94,452.94
Group-only PMM,16,C,27,173.83,173.83
Group-only PMM,20,C,27,908.79,908.79
Group-only PMM,18,D,28,686.49,686.49
Group-only PMM,4,C,28,1041.31,1041.31
Group-only PMM,19,D,28,1412.35,1412.35
Group-only PMM,26,D,28,1205.1,1205.1
Group-only PMM,17,C,28,253.24,253.24
Group-only PMM,22,C,28,400.74,400.74
Group-only PMM,5,C,28,708.48,708.48
Group-only PMM,14,C,28,1387.6,1387.6
Group-only PMM,28,C,28,356.3,356.3
Group-only PMM,12,C,28,762.73,762.73
Group-only PMM,15,C,28,1318.05,1318.05
Group-only PMM,29,C,28,518.66,518.66
Group-only PMM,27,D,28,,686.49
Group-only PMM,21,D,28,942.41,942.41
Group-only PMM,25,C,28,1076.91,1076.91
Group-only PMM,13,C,28,693.81,693.81
Group-only PMM,9,C,28,730.21,730.21
Group-only PMM,3,D,28,410.73,410.73
Group-only PMM,24,D,28,1793.84,1793.84
Group-only PMM,8,C,28,,253.24
Group-only PMM,6,C,28,59.34,59.34
Group-only PMM,11,C,28,745.5,745.5
Group-only PMM,2,D,28,1794.45,1794.45
Group-only PMM,7,C,28,547.82,547.82
Group-only PMM,1,C,28,617.83,617.83
Group-only PMM,10,C,28,59.34,59.34
Group-only PMM,23,C,28,452.94,452.94
Group-only PMM,16,C,28,173.83,173.83
Group-only PMM,20,C,28,908.79,908.79
Group-only PMM,18,D,29,686.49,686.49
Group-only PMM,4,C,29,1041.31,1041.31
Group-only PMM,19,D,29,1412.35,1412.35
Group-only PMM,26,D,29,1205.1,1205.1
Group-only PMM,17,C,29,253.24,253.24
Group-only PMM,22,C,29,400.74,400.74
Group-only PMM,5,C,29,708.48,708.48
Group-only PMM,14,C,29,1387.6,1387.6
Group-only PMM,28,C,29,356.3,356.3
Group-only PMM,12,C,29,762.73,762.73
Group-only PMM,15,C,29,1318.05,1318.05
Group-only PMM,29,C,29,518.66,518.66
Group-only PMM,27,D,29,,942.41
Group-only PMM,21,D,29,942.41,942.41
Group-only PMM,25,C,29,1076.91,1076.91
Group-only PMM,13,C,29,693.81,693.81
Group-only PMM,9,C,29,730.21,730.21
Group-only PMM,3,D,29,410.73,410.73
Group-only PMM,24,D,29,1793.84,1793.84
Group-only PMM,8,C,29,,708.48
Group-only PMM,6,C,29,59.34,59.34
Group-only PMM,11,C,29,745.5,745.5
Group-only PMM,2,D,29,1794.45,1794.45
Group-only PMM,7,C,29,547.82,547.82
Group-only PMM,1,C,29,617.83,617.83
Group-only PMM,10,C,29,59.34,59.34
Group-only PMM,23,C,29,452.94,452.94
Group-only PMM,16,C,29,173.83,173.83
Group-only PMM,20,C,29,908.79,908.79
Group-only PMM,18,D,30,686.49,686.49
Group-only PMM,4,C,30,1041.31,1041.31
Group-only PMM,19,D,30,1412.35,1412.35
Group-only PMM,26,D,30,1205.1,1205.1
Group-only PMM,17,C,30,253.24,253.24
Group-only PMM,22,C,30,400.74,400.74
Group-only PMM,5,C,30,708.48,708.48
Group-only PMM,14,C,30,1387.6,1387.6
Group-only PMM,28,C,30,356.3,356.3
Group-only PMM,12,C,30,762.73,762.73
Group-only PMM,15,C,30,1318.05,1318.05
Group-only PMM,29,C,30,518.66,518.66
Group-only PMM,27,D,30,,1205.1
Group-only PMM,21,D,30,942.41,942.41
Group-only PMM,25,C,30,1076.91,1076.91
Group-only PMM,13,C,30,693.81,693.81
Group-only PMM,9,C,30,730.21,730.21
Group-only PMM,3,D,30,410.73,410.73
Group-only PMM,24,D,30,1793.84,1793.84
Group-only PMM,8,C,30,,400.74
Group-only PMM,6,C,30,59.34,59.34
Group-only PMM,11,C,30,745.5,745.5
Group-only PMM,2,D,30,1794.45,1794.45
Group-only PMM,7,C,30,547.82,547.82
Group-only PMM,1,C,30,617.83,617.83
Group-only PMM,10,C,30,59.34,59.34
Group-only PMM,23,C,30,452.94,452.94
Group-only PMM,16,C,30,173.83,173.83
Group-only PMM,20,C,30,908.79,908.79
Group-only PMM,18,D,31,686.49,686.49
Group-only PMM,4,C,31,1041.31,1041.31
Group-only PMM,19,D,31,1412.35,1412.35
Group-only PMM,26,D,31,1205.1,1205.1
Group-only PMM,17,C,31,253.24,253.24
Group-only PMM,22,C,31,400.74,400.74
Group-only PMM,5,C,31,708.48,708.48
Group-only PMM,14,C,31,1387.6,1387.6
Group-only PMM,28,C,31,356.3,356.3
Group-only PMM,12,C,31,762.73,762.73
Group-only PMM,15,C,31,1318.05,1318.05
Group-only PMM,29,C,31,518.66,518.66
Group-only PMM,27,D,31,,1205.1
Group-only PMM,21,D,31,942.41,942.41
Group-only PMM,25,C,31,1076.91,1076.91
Group-only PMM,13,C,31,693.81,693.81
Group-only PMM,9,C,31,730.21,730.21
Group-only PMM,3,D,31,410.73,410.73
Group-only PMM,24,D,31,1793.84,1793.84
Group-only PMM,8,C,31,,253.24
Group-only PMM,6,C,31,59.34,59.34
Group-only PMM,11,C,31,745.5,745.5
Group-only PMM,2,D,31,1794.45,1794.45
Group-only PMM,7,C,31,547.82,547.82
Group-only PMM,1,C,31,617.83,617.83
Group-only PMM,10,C,31,59.34,59.34
Group-only PMM,23,C,31,452.94,452.94
Group-only PMM,16,C,31,173.83,173.83
Group-only PMM,20,C,31,908.79,908.79
Group-only PMM,18,D,32,686.49,686.49
Group-only PMM,4,C,32,1041.31,1041.31
Group-only PMM,19,D,32,1412.35,1412.35
Group-only PMM,26,D,32,1205.1,1205.1
Group-only PMM,17,C,32,253.24,253.24
Group-only PMM,22,C,32,400.74,400.74
Group-only PMM,5,C,32,708.48,708.48
Group-only PMM,14,C,32,1387.6,1387.6
Group-only PMM,28,C,32,356.3,356.3
Group-only PMM,12,C,32,762.73,762.73
Group-only PMM,15,C,32,1318.05,1318.05
Group-only PMM,29,C,32,518.66,518.66
Group-only PMM,27,D,32,,686.49
Group-only PMM,21,D,32,942.41,942.41
Group-only PMM,25,C,32,1076.91,1076.91
Group-only PMM,13,C,32,693.81,693.81
Group-only PMM,9,C,32,730.21,730.21
Group-only PMM,3,D,32,410.73,410.73
Group-only PMM,24,D,32,1793.84,1793.84
Group-only PMM,8,C,32,,708.48
Group-only PMM,6,C,32,59.34,59.34
Group-only PMM,11,C,32,745.5,745.5
Group-only PMM,2,D,32,1794.45,1794.45
Group-only PMM,7,C,32,547.82,547.82
Group-only PMM,1,C,32,617.83,617.83
Group-only PMM,10,C,32,59.34,59.34
Group-only PMM,23,C,32,452.94,452.94
Group-only PMM,16,C,32,173.83,173.83
Group-only PMM,20,C,32,908.79,908.79
Group-only PMM,18,D,33,686.49,686.49
Group-only PMM,4,C,33,1041.31,1041.31
Group-only PMM,19,D,33,1412.35,1412.35
Group-only PMM,26,D,33,1205.1,1205.1
Group-only PMM,17,C,33,253.24,253.24
Group-only PMM,22,C,33,400.74,400.74
Group-only PMM,5,C,33,708.48,708.48
Group-only PMM,14,C,33,1387.6,1387.6
Group-only PMM,28,C,33,356.3,356.3
Group-only PMM,12,C,33,762.73,762.73
Group-only PMM,15,C,33,1318.05,1318.05
Group-only PMM,29,C,33,518.66,518.66
Group-only PMM,27,D,33,,1412.35
Group-only PMM,21,D,33,942.41,942.41
Group-only PMM,25,C,33,1076.91,1076.91
Group-only PMM,13,C,33,693.81,693.81
Group-only PMM,9,C,33,730.21,730.21
Group-only PMM,3,D,33,410.73,410.73
Group-only PMM,24,D,33,1793.84,1793.84
Group-only PMM,8,C,33,,253.24
Group-only PMM,6,C,33,59.34,59.34
Group-only PMM,11,C,33,745.5,745.5
Group-only PMM,2,D,33,1794.45,1794.45
Group-only PMM,7,C,33,547.82,547.82
Group-only PMM,1,C,33,617.83,617.83
Group-only PMM,10,C,33,59.34,59.34
Group-only PMM,23,C,33,452.94,452.94
Group-only PMM,16,C,33,173.83,173.83
Group-only PMM,20,C,33,908.79,908.79
Group-only PMM,18,D,34,686.49,686.49
Group-only PMM,4,C,34,1041.31,1041.31
Group-only PMM,19,D,34,1412.35,1412.35
Group-only PMM,26,D,34,1205.1,1205.1
Group-only PMM,17,C,34,253.24,253.24
Group-only PMM,22,C,34,400.74,400.74
Group-only PMM,5,C,34,708.48,708.48
Group-only PMM,14,C,34,1387.6,1387.6
Group-only PMM,28,C,34,356.3,356.3
Group-only PMM,12,C,34,762.73,762.73
Group-only PMM,15,C,34,1318.05,1318.05
Group-only PMM,29,C,34,518.66,518.66
Group-only PMM,27,D,34,,410.73
Group-only PMM,21,D,34,942.41,942.41
Group-only PMM,25,C,34,1076.91,1076.91
Group-only PMM,13,C,34,693.81,693.81
Group-only PMM,9,C,34,730.21,730.21
Group-only PMM,3,D,34,410.73,410.73
Group-only PMM,24,D,34,1793.84,1793.84
Group-only PMM,8,C,34,,253.24
Group-only PMM,6,C,34,59.34,59.34
Group-only PMM,11,C,34,745.5,745.5
Group-only PMM,2,D,34,1794.45,1794.45
Group-only PMM,7,C,34,547.82,547.82
Group-only PMM,1,C,34,617.83,617.83
Group-only PMM,10,C,34,59.34,59.34
Group-only PMM,23,C,34,452.94,452.94
Group-only PMM,16,C,34,173.83,173.83
Group-only PMM,20,C,34,908.79,908.79
Group-only PMM,18,D,35,686.49,686.49
Group-only PMM,4,C,35,1041.31,1041.31
Group-only PMM,19,D,35,1412.35,1412.35
Group-only PMM,26,D,35,1205.1,1205.1
Group-only PMM,17,C,35,253.24,253.24
Group-only PMM,22,C,35,400.74,400.74
Group-only PMM,5,C,35,708.48,708.48
Group-only PMM,14,C,35,1387.6,1387.6
Group-only PMM,28,C,35,356.3,356.3
Group-only PMM,12,C,35,762.73,762.73
Group-only PMM,15,C,35,1318.05,1318.05
Group-only PMM,29,C,35,518.66,518.66
Group-only PMM,27,D,35,,1412.35
Group-only PMM,21,D,35,942.41,942.41
Group-only PMM,25,C,35,1076.91,1076.91
Group-only PMM,13,C,35,693.81,693.81
Group-only PMM,9,C,35,730.21,730.21
Group-only PMM,3,D,35,410.73,410.73
Group-only PMM,24,D,35,1793.84,1793.84
Group-only PMM,8,C,35,,1041.31
Group-only PMM,6,C,35,59.34,59.34
Group-only PMM,11,C,35,745.5,745.5
Group-only PMM,2,D,35,1794.45,1794.45
Group-only PMM,7,C,35,547.82,547.82
Group-only PMM,1,C,35,617.83,617.83
Group-only PMM,10,C,35,59.34,59.34
Group-only PMM,23,C,35,452.94,452.94
Group-only PMM,16,C,35,173.83,173.83
Group-only PMM,20,C,35,908.79,908.79
Group-only PMM,18,D,36,686.49,686.49
Group-only PMM,4,C,36,1041.31,1041.31
Group-only PMM,19,D,36,1412.35,1412.35
Group-only PMM,26,D,36,1205.1,1205.1
Group-only PMM,17,C,36,253.24,253.24
Group-only PMM,22,C,36,400.74,400.74
Group-only PMM,5,C,36,708.48,708.48
Group-only PMM,14,C,36,1387.6,1387.6
Group-only PMM,28,C,36,356.3,356.3
Group-only PMM,12,C,36,762.73,762.73
Group-only PMM,15,C,36,1318.05,1318.05
Group-only PMM,29,C,36,518.66,518.66
Group-only PMM,27,D,36,,410.73
Group-only PMM,21,D,36,942.41,942.41
Group-only PMM,25,C,36,1076.91,1076.91
Group-only PMM,13,C,36,693.81,693.81
Group-only PMM,9,C,36,730.21,730.21
Group-only PMM,3,D,36,410.73,410.73
Group-only PMM,24,D,36,1793.84,1793.84
Group-only PMM,8,C,36,,708.48
Group-only PMM,6,C,36,59.34,59.34
Group-only PMM,11,C,36,745.5,745.5
Group-only PMM,2,D,36,1794.45,1794.45
Group-only PMM,7,C,36,547.82,547.82
Group-only PMM,1,C,36,617.83,617.83
Group-only PMM,10,C,36,59.34,59.34
Group-only PMM,23,C,36,452.94,452.94
Group-only PMM,16,C,36,173.83,173.83
Group-only PMM,20,C,36,908.79,908.79
Group-only PMM,18,D,37,686.49,686.49
Group-only PMM,4,C,37,1041.31,1041.31
Group-only PMM,19,D,37,1412.35,1412.35
Group-only PMM,26,D,37,1205.1,1205.1
Group-only PMM,17,C,37,253.24,253.24
Group-only PMM,22,C,37,400.74,400.74
Group-only PMM,5,C,37,708.48,708.48
Group-only PMM,14,C,37,1387.6,1387.6
Group-only PMM,28,C,37,356.3,356.3
Group-only PMM,12,C,37,762.73,762.73
Group-only PMM,15,C,37,1318.05,1318.05
Group-only PMM,29,C,37,518.66,518.66
Group-only PMM,27,D,37,,942.41
Group-only PMM,21,D,37,942.41,942.41
Group-only PMM,25,C,37,1076.91,1076.91
Group-only PMM,13,C,37,693.81,693.81
Group-only PMM,9,C,37,730.21,730.21
Group-only PMM,3,D,37,410.73,410.73
Group-only PMM,24,D,37,1793.84,1793.84
Group-only PMM,8,C,37,,1041.31
Group-only PMM,6,C,37,59.34,59.34
Group-only PMM,11,C,37,745.5,745.5
Group-only PMM,2,D,37,1794.45,1794.45
Group-only PMM,7,C,37,547.82,547.82
Group-only PMM,1,C,37,617.83,617.83
Group-only PMM,10,C,37,59.34,59.34
Group-only PMM,23,C,37,452.94,452.94
Group-only PMM,16,C,37,173.83,173.83
Group-only PMM,20,C,37,908.79,908.79
Group-only PMM,18,D,38,686.49,686.49
Group-only PMM,4,C,38,1041.31,1041.31
Group-only PMM,19,D,38,1412.35,1412.35
Group-only PMM,26,D,38,1205.1,1205.1
Group-only PMM,17,C,38,253.24,253.24
Group-only PMM,22,C,38,400.74,400.74
Group-only PMM,5,C,38,708.48,708.48
Group-only PMM,14,C,38,1387.6,1387.6
Group-only PMM,28,C,38,356.3,356.3
Group-only PMM,12,C,38,762.73,762.73
Group-only PMM,15,C,38,1318.05,1318.05
Group-only PMM,29,C,38,518.66,518.66
Group-only PMM,27,D,38,,1412.35
Group-only PMM,21,D,38,942.41,942.41
Group-only PMM,25,C,38,1076.91,1076.91
Group-only PMM,13,C,38,693.81,693.81
Group-only PMM,9,C,38,730.21,730.21
Group-only PMM,3,D,38,410.73,410.73
Group-only PMM,24,D,38,1793.84,1793.84
Group-only PMM,8,C,38,,1387.6
Group-only PMM,6,C,38,59.34,59.34
Group-only PMM,11,C,38,745.5,745.5
Group-only PMM,2,D,38,1794.45,1794.45
Group-only PMM,7,C,38,547.82,547.82
Group-only PMM,1,C,38,617.83,617.83
Group-only PMM,10,C,38,59.34,59.34
Group-only PMM,23,C,38,452.94,452.94
Group-only PMM,16,C,38,173.83,173.83
Group-only PMM,20,C,38,908.79,908.79
Group-only PMM,18,D,39,686.49,686.49
Group-only PMM,4,C,39,1041.31,1041.31
Group-only PMM,19,D,39,1412.35,1412.35
Group-only PMM,26,D,39,1205.1,1205.1
Group-only PMM,17,C,39,253.24,253.24
Group-only PMM,22,C,39,400.74,400.74
Group-only PMM,5,C,39,708.48,708.48
Group-only PMM,14,C,39,1387.6,1387.6
Group-only PMM,28,C,39,356.3,356.3
Group-only PMM,12,C,39,762.73,762.73
Group-only PMM,15,C,39,1318.05,1318.05
Group-only PMM,29,C,39,518.66,518.66
Group-only PMM,27,D,39,,410.73
Group-only PMM,21,D,39,942.41,942.41
Group-only PMM,25,C,39,1076.91,1076.91
Group-only PMM,13,C,39,693.81,693.81
Group-only PMM,9,C,39,730.21,730.21
Group-only PMM,3,D,39,410.73,410.73
Group-only PMM,24,D,39,1793.84,1793.84
Group-only PMM,8,C,39,,1387.6
Group-only PMM,6,C,39,59.34,59.34
Group-only PMM,11,C,39,745.5,745.5
Group-only PMM,2,D,39,1794.45,1794.45
Group-only PMM,7,C,39,547.82,547.82
Group-only PMM,1,C,39,617.83,617.83
Group-only PMM,10,C,39,59.34,59.34
Group-only PMM,23,C,39,452.94,452.94
Group-only PMM,16,C,39,173.83,173.83
Group-only PMM,20,C,39,908.79,908.79
Group-only PMM,18,D,40,686.49,686.49
Group-only PMM,4,C,40,1041.31,1041.31
Group-only PMM,19,D,40,1412.35,1412.35
Group-only PMM,26,D,40,1205.1,1205.1
Group-only PMM,17,C,40,253.24,253.24
Group-only PMM,22,C,40,400.74,400.74
Group-only PMM,5,C,40,708.48,708.48
Group-only PMM,14,C,40,1387.6,1387.6
Group-only PMM,28,C,40,356.3,356.3
Group-only PMM,12,C,40,762.73,762.73
Group-only PMM,15,C,40,1318.05,1318.05
Group-only PMM,29,C,40,518.66,518.66
Group-only PMM,27,D,40,,410.73
Group-only PMM,21,D,40,942.41,942.41
Group-only PMM,25,C,40,1076.91,1076.91
Group-only PMM,13,C,40,693.81,693.81
Group-only PMM,9,C,40,730.21,730.21
Group-only PMM,3,D,40,410.73,410.73
Group-only PMM,24,D,40,1793.84,1793.84
Group-only PMM,8,C,40,,1041.31
Group-only PMM,6,C,40,59.34,59.34
Group-only PMM,11,C,40,745.5,745.5
Group-only PMM,2,D,40,1794.45,1794.45
Group-only PMM,7,C,40,547.82,547.82
Group-only PMM,1,C,40,617.83,617.83
Group-only PMM,10,C,40,59.34,59.34
Group-only PMM,23,C,40,452.94,452.94
Group-only PMM,16,C,40,173.83,173.83
Group-only PMM,20,C,40,908.79,908.79
Group-only PMM,18,D,41,686.49,686.49
Group-only PMM,4,C,41,1041.31,1041.31
Group-only PMM,19,D,41,1412.35,1412.35
Group-only PMM,26,D,41,1205.1,1205.1
Group-only PMM,17,C,41,253.24,253.24
Group-only PMM,22,C,41,400.74,400.74
Group-only PMM,5,C,41,708.48,708.48
Group-only PMM,14,C,41,1387.6,1387.6
Group-only PMM,28,C,41,356.3,356.3
Group-only PMM,12,C,41,762.73,762.73
Group-only PMM,15,C,41,1318.05,1318.05
Group-only PMM,29,C,41,518.66,518.66
Group-only PMM,27,D,41,,686.49
Group-only PMM,21,D,41,942.41,942.41
Group-only PMM,25,C,41,1076.91,1076.91
Group-only PMM,13,C,41,693.81,693.81
Group-only PMM,9,C,41,730.21,730.21
Group-only PMM,3,D,41,410.73,410.73
Group-only PMM,24,D,41,1793.84,1793.84
Group-only PMM,8,C,41,,1387.6
Group-only PMM,6,C,41,59.34,59.34
Group-only PMM,11,C,41,745.5,745.5
Group-only PMM,2,D,41,1794.45,1794.45
Group-only PMM,7,C,41,547.82,547.82
Group-only PMM,1,C,41,617.83,617.83
Group-only PMM,10,C,41,59.34,59.34
Group-only PMM,23,C,41,452.94,452.94
Group-only PMM,16,C,41,173.83,173.83
Group-only PMM,20,C,41,908.79,908.79
Group-only PMM,18,D,42,686.49,686.49
Group-only PMM,4,C,42,1041.31,1041.31
Group-only PMM,19,D,42,1412.35,1412.35
Group-only PMM,26,D,42,1205.1,1205.1
Group-only PMM,17,C,42,253.24,253.24
Group-only PMM,22,C,42,400.74,400.74
Group-only PMM,5,C,42,708.48,708.48
Group-only PMM,14,C,42,1387.6,1387.6
Group-only PMM,28,C,42,356.3,356.3
Group-only PMM,12,C,42,762.73,762.73
Group-only PMM,15,C,42,1318.05,1318.05
Group-only PMM,29,C,42,518.66,518.66
Group-only PMM,27,D,42,,686.49
Group-only PMM,21,D,42,942.41,942.41
Group-only PMM,25,C,42,1076.91,1076.91
Group-only PMM,13,C,42,693.81,693.81
Group-only PMM,9,C,42,730.21,730.21
Group-only PMM,3,D,42,410.73,410.73
Group-only PMM,24,D,42,1793.84,1793.84
Group-only PMM,8,C,42,,400.74
Group-only PMM,6,C,42,59.34,59.34
Group-only PMM,11,C,42,745.5,745.5
Group-only PMM,2,D,42,1794.45,1794.45
Group-only PMM,7,C,42,547.82,547.82
Group-only PMM,1,C,42,617.83,617.83
Group-only PMM,10,C,42,59.34,59.34
Group-only PMM,23,C,42,452.94,452.94
Group-only PMM,16,C,42,173.83,173.83
Group-only PMM,20,C,42,908.79,908.79
Group-only PMM,18,D,43,686.49,686.49
Group-only PMM,4,C,43,1041.31,1041.31
Group-only PMM,19,D,43,1412.35,1412.35
Group-only PMM,26,D,43,1205.1,1205.1
Group-only PMM,17,C,43,253.24,253.24
Group-only PMM,22,C,43,400.74,400.74
Group-only PMM,5,C,43,708.48,708.48
Group-only PMM,14,C,43,1387.6,1387.6
Group-only PMM,28,C,43,356.3,356.3
Group-only PMM,12,C,43,762.73,762.73
Group-only PMM,15,C,43,1318.05,1318.05
Group-only PMM,29,C,43,518.66,518.66
Group-only PMM,27,D,43,,686.49
Group-only PMM,21,D,43,942.41,942.41
Group-only PMM,25,C,43,1076.91,1076.91
Group-only PMM,13,C,43,693.81,693.81
Group-only PMM,9,C,43,730.21,730.21
Group-only PMM,3,D,43,410.73,410.73
Group-only PMM,24,D,43,1793.84,1793.84
Group-only PMM,8,C,43,,253.24
Group-only PMM,6,C,43,59.34,59.34
Group-only PMM,11,C,43,745.5,745.5
